dataset,sut,pollution_group,total_files,failed_files,poor_files,error_files,failure_rate,poor_rate,error_rate,avg_header_f1,avg_record_f1,avg_cell_f1,min_cell_f1,worst_file
polluted_files,mariadb,No header row,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.993939,0.994012,0.994012,file_no_header.csv
polluted_files,mariadb,Non-standard escape character (0x00),1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.944785,0.990060,0.990060,file_escape_char_0x00.csv
polluted_files,mariadb,Non-standard escape character (0x5C),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_escape_char_0x5C.csv
polluted_files,mariadb,Non-standard field delimiter (0x20),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.409639,0.818783,0.818783,file_field_delimiter_0x20.csv
polluted_files,mariadb,Non-standard field delimiter (0x2C_0x20),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x2C_0x20.csv
polluted_files,mariadb,Non-standard field delimiter (0x3B),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x3B.csv
polluted_files,mariadb,Non-standard field delimiter (0x9),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x9.csv
polluted_files,mariadb,Non-standard quotation character (0x27),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_quotation_char_0x27.csv
polluted_files,mariadb,Non-standard record delimiter (0xA),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xA.csv
polluted_files,mariadb,Non-standard record delimiter (0xD),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xD.csv
polluted_files,mariadb,One single row uses space as field delimiter,84,0,53,53,0.000000,0.630952,0.630952,1.000000,0.984882,0.989671,0.988734,row_field_delimiter_29_0x20.csv
polluted_files,mariadb,Preamble rows before header,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_preamble.csv
polluted_files,mariadb,Single data row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_one_data_row.csv
polluted_files,mariadb,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.669355,0.669619,0.669619,file_multitable_same.csv
polluted_files,mariadb,"Two tables, first has fewer columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.988095,0.694534,0.694534,file_multitable_less.csv
polluted_files,mariadb,"Two tables, first has more columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_more.csv
polluted_files,mariadb,Unknown,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,source.csv
polluted_files,mysql,ALL,2290,1,58,59,0.000437,0.025328,0.025764,0.998690,0.989377,0.996566,0.000000,file_escape_char_0x5C.csv
polluted_files,mysql,Double trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.994012,0.996704,0.996704,file_double_trailing_newline.csv
polluted_files,mysql,Empty file (0 bytes),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_payload.csv
polluted_files,mysql,Extra delimiter in one single row,756,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,row_more_sep_row17_col6.csv
polluted_files,mysql,Extra unescaped quote in one single row,756,0,0,0,0.000000,0.000000,0.000000,0.998677,0.987956,0.996393,0.992710,row_extra_quote41_col1.csv
polluted_files,mysql,"Header row only, no data",1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_header_only.csv
polluted_files,mysql,Missing delimiter in one single row,672,0,0,0,0.000000,0.000000,0.000000,1.000000,0.982756,0.996901,0.994709,row_less_sep_row44_col6.csv
polluted_files,mysql,Missing trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.987952,0.998677,0.998677,file_no_trailing_newline.csv
polluted_files,mysql,Multi-row header (2 rows),1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.994012,0.994083,0.994083,file_header_multirow_2.csv
polluted_files,mysql,Multi-row header (3 rows),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.988095,0.988235,0.988235,file_header_multirow_3.csv
polluted_files,mysql,No header row,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.993939,0.994012,0.994012,file_no_header.csv
polluted_files,mysql,Non-standard escape character (0x00),1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.944785,0.990060,0.990060,file_escape_char_0x00.csv
polluted_files,mysql,Non-standard escape character (0x5C),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_escape_char_0x5C.csv
polluted_files,mysql,Non-standard field delimiter (0x20),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.409639,0.818783,0.818783,file_field_delimiter_0x20.csv
polluted_files,mysql,Non-standard field delimiter (0x2C_0x20),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x2C_0x20.csv
polluted_files,mysql,Non-standard field delimiter (0x3B),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x3B.csv
polluted_files,mysql,Non-standard field delimiter (0x9),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x9.csv
polluted_files,mysql,Non-standard quotation character (0x27),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_quotation_char_0x27.csv
polluted_files,mysql,Non-standard record delimiter (0xA),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xA.csv
polluted_files,mysql,Non-standard record delimiter (0xD),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xD.csv
polluted_files,mysql,One single row uses space as field delimiter,84,0,53,53,0.000000,0.630952,0.630952,1.000000,0.984882,0.989671,0.988734,row_field_delimiter_29_0x20.csv
polluted_files,mysql,Preamble rows before header,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_preamble.csv
polluted_files,mysql,Single data row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_one_data_row.csv
polluted_files,mysql,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.669355,0.669619,0.669619,file_multitable_same.csv
polluted_files,mysql,"Two tables, first has fewer columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.988095,0.694534,0.694534,file_multitable_less.csv
polluted_files,mysql,"Two tables, first has more columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_more.csv
polluted_files,mysql,Unknown,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,source.csv
polluted_files,opencsv,ALL,2290,757,12,769,0.330568,0.005240,0.335808,0.666194,0.663976,0.666673,0.000000,row_extra_quote80_col1.csv
polluted_files,opencsv,Double trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.994012,0.999339,0.999339,file_double_trailing_newline.csv
polluted_files,opencsv,Empty file (0 bytes),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_payload.csv
polluted_files,opencsv,Extra delimiter in one single row,756,0,0,0,0.000000,0.000000,0.000000,0.999373,1.000000,0.999339,0.999339,row_more_sep_row17_col6.csv
polluted_files,opencsv,Extra unescaped quote in one single row,756,756,0,756,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,row_extra_quote80_col1.csv
polluted_files,opencsv,"Header row only, no data",1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_header_only.csv
polluted_files,opencsv,Missing delimiter in one single row,672,0,0,0,0.000000,0.000000,0.000000,0.997770,0.991062,0.998063,0.993351,row_less_sep_row0_col8.csv
polluted_files,opencsv,Missing trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_trailing_newline.csv
polluted_files,opencsv,Multi-row header (2 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.994012,0.982249,0.982249,file_header_multirow_2.csv
polluted_files,opencsv,Multi-row header (3 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.988095,0.976471,0.976471,file_header_multirow_3.csv
polluted_files,opencsv,No header row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_header.csv
polluted_files,opencsv,Non-standard escape character (0x00),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.554622,0.604779,0.604779,file_escape_char_0x00.csv
polluted_files,opencsv,Non-standard escape character (0x5C),1,0,1,1,0.000000,1.000000,1.000000,0.222222,0.000000,0.373016,0.373016,file_escape_char_0x5C.csv
polluted_files,opencsv,Non-standard field delimiter (0x20),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.409639,0.880997,0.880997,file_field_delimiter_0x20.csv
polluted_files,opencsv,Non-standard field delimiter (0x2C_0x20),1,0,1,1,0.000000,1.000000,1.000000,0.111111,0.000000,0.100358,0.100358,file_field_delimiter_0x2C_0x20.csv
polluted_files,opencsv,Non-standard field delimiter (0x3B),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x3B.csv
polluted_files,opencsv,Non-standard field delimiter (0x9),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x9.csv
polluted_files,opencsv,Non-standard quotation character (0x27),1,0,1,1,0.000000,1.000000,1.000000,0.222222,0.000000,0.259442,0.259442,file_quotation_char_0x27.csv
polluted_files,opencsv,Non-standard record delimiter (0xA),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xA.csv
polluted_files,opencsv,Non-standard record delimiter (0xD),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xD.csv
polluted_files,opencsv,One single row uses space as field delimiter,84,1,2,3,0.011905,0.023810,0.035714,0.976190,0.971077,0.979711,0.000000,row_field_delimiter_83_0x20.csv
polluted_files,opencsv,Preamble rows before header,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_preamble.csv
polluted_files,opencsv,Single data row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_one_data_row.csv
polluted_files,opencsv,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669619,0.669619,file_multitable_same.csv
polluted_files,opencsv,"Two tables, first has fewer columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.695172,0.695172,file_multitable_less.csv
polluted_files,opencsv,"Two tables, first has more columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.645878,0.645878,file_multitable_more.csv
polluted_files,opencsv,Unknown,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,source.csv
polluted_files,pandas,ALL,2290,2,209,211,0.000873,0.091266,0.092140,0.994017,0.977490,0.989905,0.000000,file_field_delimiter_0x9.csv
polluted_files,pandas,Double trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_double_trailing_newline.csv
polluted_files,pandas,Empty file (0 bytes),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_no_payload.csv
polluted_files,pandas,Extra delimiter in one single row,756,0,18,18,0.000000,0.023810,0.023810,0.999373,0.982195,0.992223,0.890212,row_more_sep_row1_col5.csv
polluted_files,pandas,Extra unescaped quote in one single row,756,1,89,90,0.001323,0.117725,0.119048,0.994953,0.978598,0.989971,0.000000,row_extra_quote83_col8.csv
polluted_files,pandas,"Header row only, no data",1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_header_only.csv
polluted_files,pandas,Missing delimiter in one single row,672,0,8,8,0.000000,0.011905,0.011905,0.997899,0.979389,0.996871,0.939776,row_less_sep_row0_col1.csv
polluted_files,pandas,Missing trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_trailing_newline.csv
polluted_files,pandas,Multi-row header (2 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.994012,0.982249,0.982249,file_header_multirow_2.csv
polluted_files,pandas,Multi-row header (3 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.988095,0.976471,0.976471,file_header_multirow_3.csv
polluted_files,pandas,No header row,1,0,0,0,0.000000,0.000000,0.000000,0.888889,1.000000,0.998661,0.998661,file_no_header.csv
polluted_files,pandas,Non-standard escape character (0x00),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.939024,0.979920,0.979920,file_escape_char_0x00.csv
polluted_files,pandas,Non-standard escape character (0x5C),1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.987952,0.998677,0.998677,file_escape_char_0x5C.csv
polluted_files,pandas,Non-standard field delimiter (0x20),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x20.csv
polluted_files,pandas,Non-standard field delimiter (0x2C_0x20),1,0,1,1,0.000000,1.000000,1.000000,0.111111,0.000000,0.025731,0.025731,file_field_delimiter_0x2C_0x20.csv
polluted_files,pandas,Non-standard field delimiter (0x3B),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x3B.csv
polluted_files,pandas,Non-standard field delimiter (0x9),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x9.csv
polluted_files,pandas,Non-standard quotation character (0x27),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.699301,0.826054,0.826054,file_quotation_char_0x27.csv
polluted_files,pandas,Non-standard record delimiter (0xA),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xA.csv
polluted_files,pandas,Non-standard record delimiter (0xD),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xD.csv
polluted_files,pandas,One single row uses space as field delimiter,84,0,84,84,0.000000,1.000000,1.000000,0.988095,0.976190,0.979992,0.197619,row_field_delimiter_0_0x20.csv
polluted_files,pandas,Preamble rows before header,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_preamble.csv
polluted_files,pandas,Single data row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_one_data_row.csv
polluted_files,pandas,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_same.csv
polluted_files,pandas,"Two tables, first has fewer columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_less.csv
polluted_files,pandas,"Two tables, first has more columns",1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_multitable_more.csv
polluted_files,pandas,Unknown,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,source.csv
polluted_files,postgres,ALL,2290,2257,3,2260,0.985590,0.001310,0.986900,0.013974,0.014249,0.014251,0.000000,row_extra_quote80_col1.csv
polluted_files,postgres,Double trailing newline,1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_double_trailing_newline.csv
polluted_files,postgres,Empty file (0 bytes),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_payload.csv
polluted_files,postgres,Extra delimiter in one single row,756,747,0,747,0.988095,0.000000,0.988095,0.011905,0.011905,0.011905,0.000000,row_more_sep_row17_col6.csv
polluted_files,postgres,Extra unescaped quote in one single row,756,756,0,756,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,row_extra_quote80_col1.csv
polluted_files,postgres,"Header row only, no data",1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_header_only.csv
polluted_files,postgres,Missing delimiter in one single row,672,664,0,664,0.988095,0.000000,0.988095,0.011905,0.011905,0.011905,0.000000,row_less_sep_row57_col2.csv
polluted_files,postgres,Missing trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_trailing_newline.csv
polluted_files,postgres,Multi-row header (2 rows),1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.994012,0.994083,0.994083,file_header_multirow_2.csv
polluted_files,postgres,Multi-row header (3 rows),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.988095,0.988235,0.988235,file_header_multirow_3.csv
polluted_files,postgres,No header row,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.993939,0.994012,0.994012,file_no_header.csv
polluted_files,postgres,Non-standard escape character (0x00),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_escape_char_0x00.csv
polluted_files,postgres,Non-standard escape character (0x5C),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_escape_char_0x5C.csv
polluted_files,postgres,Non-standard field delimiter (0x20),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x20.csv
polluted_files,postgres,Non-standard field delimiter (0x2C_0x20),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x2C_0x20.csv
polluted_files,postgres,Non-standard field delimiter (0x3B),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x3B.csv
polluted_files,postgres,Non-standard field delimiter (0x9),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x9.csv
polluted_files,postgres,Non-standard quotation character (0x27),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_quotation_char_0x27.csv
polluted_files,postgres,Non-standard record delimiter (0xA),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xA.csv
polluted_files,postgres,Non-standard record delimiter (0xD),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xD.csv
polluted_files,postgres,One single row uses space as field delimiter,84,83,0,83,0.988095,0.000000,0.988095,0.011905,0.011905,0.011905,0.000000,row_field_delimiter_29_0x20.csv
polluted_files,postgres,Preamble rows before header,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.988095,0.988235,0.988235,file_preamble.csv
polluted_files,postgres,Single data row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_one_data_row.csv
polluted_files,postgres,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_same.csv
polluted_files,postgres,"Two tables, first has fewer columns",1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_multitable_less.csv
polluted_files,postgres,"Two tables, first has more columns",1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_multitable_more.csv
polluted_files,postgres,Unknown,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,source.csv
polluted_files,pycsv,ALL,2290,1,1295,1296,0.000437,0.565502,0.565939,0.995764,0.923665,0.988539,0.000000,file_no_payload.csv
polluted_files,pycsv,Double trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.922156,0.991408,0.991408,file_double_trailing_newline.csv
polluted_files,pycsv,Empty file (0 bytes),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_no_payload.csv
polluted_files,pycsv,Extra delimiter in one single row,756,0,0,0,0.000000,0.000000,0.000000,0.999373,0.927711,0.990753,0.990753,row_more_sep_row17_col6.csv
polluted_files,pycsv,Extra unescaped quote in one single row,756,0,640,640,0.000000,0.846561,0.846561,0.996275,0.925700,0.988672,0.982781,row_extra_quote42_col8.csv
polluted_files,pycsv,"Header row only, no data",1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_header_only.csv
polluted_files,pycsv,Missing delimiter in one single row,672,0,563,563,0.000000,0.837798,0.837798,0.997899,0.921256,0.989666,0.986807,row_less_sep_row34_col6.csv
polluted_files,pycsv,Missing trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.927711,0.991408,0.991408,file_no_trailing_newline.csv
polluted_files,pycsv,Multi-row header (2 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.922156,0.973719,0.973719,file_header_multirow_2.csv
polluted_files,pycsv,Multi-row header (3 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.916667,0.967995,0.967995,file_header_multirow_3.csv
polluted_files,pycsv,No header row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.926829,0.991304,0.991304,file_no_header.csv
polluted_files,pycsv,Non-standard escape character (0x00),1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.963855,0.995373,0.995373,file_escape_char_0x00.csv
polluted_files,pycsv,Non-standard escape character (0x5C),1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.927711,0.991408,0.991408,file_escape_char_0x5C.csv
polluted_files,pycsv,Non-standard field delimiter (0x20),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.349398,0.868649,0.868649,file_field_delimiter_0x20.csv
polluted_files,pycsv,Non-standard field delimiter (0x2C_0x20),1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.927711,0.991408,0.991408,file_field_delimiter_0x2C_0x20.csv
polluted_files,pycsv,Non-standard field delimiter (0x3B),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x3B.csv
polluted_files,pycsv,Non-standard field delimiter (0x9),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_field_delimiter_0x9.csv
polluted_files,pycsv,Non-standard quotation character (0x27),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.590361,0.925566,0.925566,file_quotation_char_0x27.csv
polluted_files,pycsv,Non-standard record delimiter (0xA),1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.927711,0.991408,0.991408,file_record_delimiter_0xA.csv
polluted_files,pycsv,Non-standard record delimiter (0xD),1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.927711,0.991408,0.991408,file_record_delimiter_0xD.csv
polluted_files,pycsv,One single row uses space as field delimiter,84,0,84,84,0.000000,1.000000,1.000000,0.988095,0.916667,0.983561,0.980807,row_field_delimiter_34_0x20.csv
polluted_files,pycsv,Preamble rows before header,1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.916667,0.979752,0.979752,file_preamble.csv
polluted_files,pycsv,Single data row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_one_data_row.csv
polluted_files,pycsv,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.618474,0.663423,0.663423,file_multitable_same.csv
polluted_files,pycsv,"Two tables, first has fewer columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.618474,0.688705,0.688705,file_multitable_less.csv
polluted_files,pycsv,"Two tables, first has more columns",1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.618474,0.639932,0.639932,file_multitable_more.csv
polluted_files,pycsv,Unknown,1,0,0,0,0.000000,0.000000,0.000000,1.000000,0.927711,0.991408,0.991408,source.csv
polluted_files,rcsv,ALL,2290,39,859,898,0.017031,0.375109,0.392140,0.975945,0.834023,0.855516,0.000000,row_extra_quote3_col1.csv
polluted_files,rcsv,Double trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_double_trailing_newline.csv
polluted_files,rcsv,Empty file (0 bytes),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_no_payload.csv
polluted_files,rcsv,Extra delimiter in one single row,756,0,45,45,0.000000,0.059524,0.059524,0.999373,0.952445,0.994152,0.890212,row_more_sep_row2_col4.csv
polluted_files,rcsv,Extra unescaped quote in one single row,756,36,712,748,0.047619,0.941799,0.989418,0.941534,0.575769,0.583321,0.000000,row_extra_quote3_col1.csv
polluted_files,rcsv,"Header row only, no data",1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_header_only.csv
polluted_files,rcsv,Missing delimiter in one single row,672,0,8,8,0.000000,0.011905,0.011905,0.997899,0.980063,0.996996,0.939776,row_less_sep_row0_col1.csv
polluted_files,rcsv,Missing trailing newline,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_no_trailing_newline.csv
polluted_files,rcsv,Multi-row header (2 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.994012,0.982249,0.982249,file_header_multirow_2.csv
polluted_files,rcsv,Multi-row header (3 rows),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.988095,0.976471,0.976471,file_header_multirow_3.csv
polluted_files,rcsv,No header row,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.993939,0.994012,0.994012,file_no_header.csv
polluted_files,rcsv,Non-standard escape character (0x00),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.503817,0.579783,0.579783,file_escape_char_0x00.csv
polluted_files,rcsv,Non-standard escape character (0x5C),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.503817,0.579783,0.579783,file_escape_char_0x5C.csv
polluted_files,rcsv,Non-standard field delimiter (0x20),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x20.csv
polluted_files,rcsv,Non-standard field delimiter (0x2C_0x20),1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.000000,0.341270,0.341270,file_field_delimiter_0x2C_0x20.csv
polluted_files,rcsv,Non-standard field delimiter (0x3B),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x3B.csv
polluted_files,rcsv,Non-standard field delimiter (0x9),1,0,1,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_field_delimiter_0x9.csv
polluted_files,rcsv,Non-standard quotation character (0x27),1,1,0,1,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,file_quotation_char_0x27.csv
polluted_files,rcsv,Non-standard record delimiter (0xA),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xA.csv
polluted_files,rcsv,Non-standard record delimiter (0xD),1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_record_delimiter_0xD.csv
polluted_files,rcsv,One single row uses space as field delimiter,84,1,83,84,0.011905,0.988095,1.000000,0.988095,0.976190,0.977639,0.000000,row_field_delimiter_0_0x20.csv
polluted_files,rcsv,Preamble rows before header,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_preamble.csv
polluted_files,rcsv,Single data row,1,0,0,0,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,file_one_data_row.csv
polluted_files,rcsv,Two tables with the same number of columns,1,0,1,1,0.000000,1.000000,1.000000,1.000000,0.666667,0.669323,0.669323,file_multitable_same.csv
