filename,llm_hybrid_parser_gpt_5_4_mini_clevercsv_time_0
file_double_trailing_newline.csv,0.0971450805664062
file_escape_char_0x00.csv,4.794657230377197
file_escape_char_0x5C.csv,0.0973992347717285
file_field_delimiter_0x20.csv,20.816962718963623
file_field_delimiter_0x2C_0x20.csv,34.39104676246643
file_field_delimiter_0x3B.csv,2.19152307510376
file_field_delimiter_0x9.csv,1.5182828903198242
file_header_multirow_2.csv,1.5981528759002686
file_header_multirow_3.csv,1.6852397918701172
file_header_only.csv,-1.4211251735687256
file_multitable_less.csv,32.443097829818726
file_multitable_more.csv,30.835193634033203
file_multitable_same.csv,0.1473453044891357
file_no_header.csv,1.4852206707000732
file_no_payload.csv,1.414287805557251
file_no_trailing_newline.csv,0.0963895320892334
file_one_data_row.csv,1.1350603103637695
file_preamble.csv,0.3384773731231689
file_quotation_char_0x27.csv,27.721225023269653
file_record_delimiter_0xA.csv,0.0974044799804687
file_record_delimiter_0xD.csv,0.093076467514038
row_extra_quote0_col0.csv,2.072275161743164
row_extra_quote0_col1.csv,3.2713162899017334
row_extra_quote0_col2.csv,1.4639496803283691
row_extra_quote0_col3.csv,1.558546781539917
row_extra_quote0_col4.csv,30.43119001388549
row_extra_quote0_col5.csv,1.3863015174865725
row_extra_quote0_col6.csv,1.3828656673431396
row_extra_quote0_col7.csv,1.9570488929748533
row_extra_quote0_col8.csv,1.5154109001159668
row_extra_quote10_col0.csv,1.4678375720977783
row_extra_quote10_col1.csv,1.655970811843872
row_extra_quote10_col2.csv,1.9090309143066408
row_extra_quote10_col3.csv,2.3194501399993896
row_extra_quote10_col4.csv,1.6296801567077637
row_extra_quote10_col5.csv,1.793372631072998
row_extra_quote10_col6.csv,1.5409913063049316
row_extra_quote10_col7.csv,1.5780439376831057
row_extra_quote10_col8.csv,7.08480429649353
row_extra_quote11_col0.csv,1.6066970825195312
row_extra_quote11_col1.csv,1.7167589664459229
row_extra_quote11_col2.csv,2.217390298843384
row_extra_quote11_col3.csv,1.6056294441223145
row_extra_quote11_col4.csv,1.8197693824768064
row_extra_quote11_col5.csv,-1.3586103916168213
row_extra_quote11_col6.csv,6.187046766281128
row_extra_quote11_col7.csv,1.463727951049805
row_extra_quote11_col8.csv,2.0574021339416504
row_extra_quote12_col0.csv,1.465435266494751
row_extra_quote12_col1.csv,1.729848861694336
row_extra_quote12_col2.csv,1.4194166660308838
row_extra_quote12_col3.csv,1.971672773361206
row_extra_quote12_col4.csv,1.5786592960357666
row_extra_quote12_col5.csv,0.1561720371246338
row_extra_quote12_col6.csv,-1.380643606185913
row_extra_quote12_col7.csv,1.7638318538665771
row_extra_quote12_col8.csv,2.199110984802246
