filename,custom_time_0
file_double_trailing_newline.csv,0.0012292861938476562
file_escape_char_0x00.csv,0.0012998580932617188
file_escape_char_0x5C.csv,0.001132965087890625
file_field_delimiter_0x20.csv,0.0015747547149658203
file_field_delimiter_0x2C_0x20.csv,0.001984834671020508
file_field_delimiter_0x3B.csv,0.0008528232574462891
file_field_delimiter_0x9.csv,0.001070261001586914
file_header_multirow_2.csv,0.0015540122985839844
file_header_multirow_3.csv,0.0011339187622070312
file_header_only.csv,0.0007727146148681641
file_multitable_less.csv,0.0015034675598144531
file_multitable_more.csv,0.002152681350708008
file_multitable_same.csv,0.001489877700805664
file_no_header.csv,0.0015187263488769531
file_no_payload.csv,0.0002880096435546875
file_no_trailing_newline.csv,0.0015964508056640625
file_one_data_row.csv,0.0010766983032226562
file_preamble.csv,0.0010967254638671875
file_quotation_char_0x27.csv,0.0009613037109375
file_record_delimiter_0xA.csv,0.001116037368774414
file_record_delimiter_0xD.csv,0.0014035701751708984
row_extra_quote0_col0.csv,0.0013484954833984375
row_extra_quote0_col1.csv,0.0011327266693115234
row_extra_quote0_col2.csv,0.0007386207580566406
row_extra_quote0_col3.csv,0.0008900165557861328
row_extra_quote0_col4.csv,0.0013320446014404297
row_extra_quote0_col5.csv,0.0008456707000732422
row_extra_quote0_col6.csv,0.0010559558868408203
row_extra_quote0_col7.csv,0.0011417865753173828
row_extra_quote0_col8.csv,0.0009393692016601562
row_extra_quote10_col0.csv,0.0009660720825195312
row_extra_quote10_col1.csv,0.0014498233795166016
row_extra_quote10_col2.csv,0.0011782646179199219
row_extra_quote10_col3.csv,0.0017824172973632812
row_extra_quote10_col4.csv,0.001291513442993164
row_extra_quote10_col5.csv,0.0013265609741210938
row_extra_quote10_col6.csv,0.0013070106506347656
row_extra_quote10_col7.csv,0.0011906623840332031
row_extra_quote10_col8.csv,0.0012221336364746094
row_extra_quote11_col0.csv,0.0013110637664794922
row_extra_quote11_col1.csv,0.001047372817993164
row_extra_quote11_col2.csv,0.0015094280242919922
row_extra_quote11_col3.csv,0.0012385845184326172
row_extra_quote11_col4.csv,0.0011703968048095703
row_extra_quote11_col5.csv,0.0011088848114013672
row_extra_quote11_col6.csv,0.001402139663696289
row_extra_quote11_col7.csv,0.0017957687377929688
row_extra_quote11_col8.csv,0.001069784164428711
row_extra_quote12_col0.csv,0.001134634017944336
row_extra_quote12_col1.csv,0.0012059211730957031
row_extra_quote12_col2.csv,0.0012466907501220703
row_extra_quote12_col3.csv,0.0016002655029296875
row_extra_quote12_col4.csv,0.0011019706726074219
row_extra_quote12_col5.csv,0.0012519359588623047
row_extra_quote12_col6.csv,0.0010492801666259766
row_extra_quote12_col7.csv,0.0015010833740234375
row_extra_quote12_col8.csv,0.0012471675872802734
row_extra_quote13_col0.csv,0.0011560916900634766
row_extra_quote13_col1.csv,0.0012180805206298828
row_extra_quote13_col2.csv,0.0012209415435791016
row_extra_quote13_col3.csv,0.0012753009796142578
row_extra_quote13_col4.csv,0.0012035369873046875
row_extra_quote13_col5.csv,0.0010943412780761719
row_extra_quote13_col6.csv,0.0012292861938476562
row_extra_quote13_col7.csv,0.0010700225830078125
row_extra_quote13_col8.csv,0.0010025501251220703
row_extra_quote14_col0.csv,0.0015759468078613281
row_extra_quote14_col1.csv,0.0017261505126953125
row_extra_quote14_col2.csv,0.0014023780822753906
row_extra_quote14_col3.csv,0.0013833045959472656
row_extra_quote14_col4.csv,0.0011534690856933594
row_extra_quote14_col5.csv,0.0013875961303710938
row_extra_quote14_col6.csv,0.0015859603881835938
row_extra_quote14_col7.csv,0.0015032291412353516
row_extra_quote14_col8.csv,0.0009615421295166016
row_extra_quote15_col0.csv,0.0011899471282958984
row_extra_quote15_col1.csv,0.001171112060546875
row_extra_quote15_col2.csv,0.0011589527130126953
row_extra_quote15_col3.csv,0.0021016597747802734
row_extra_quote15_col4.csv,0.0010323524475097656
row_extra_quote15_col5.csv,0.0017116069793701172
row_extra_quote15_col6.csv,0.0012052059173583984
row_extra_quote15_col7.csv,0.0011794567108154297
row_extra_quote15_col8.csv,0.0017132759094238281
row_extra_quote16_col0.csv,0.0011737346649169922
row_extra_quote16_col1.csv,0.0013310909271240234
row_extra_quote16_col2.csv,0.0012335777282714844
row_extra_quote16_col3.csv,0.0011234283447265625
row_extra_quote16_col4.csv,0.0011401176452636719
row_extra_quote16_col5.csv,0.0011682510375976562
row_extra_quote16_col6.csv,0.0011925697326660156
row_extra_quote16_col7.csv,0.0014481544494628906
row_extra_quote16_col8.csv,0.0010097026824951172
row_extra_quote17_col0.csv,0.0010612010955810547
row_extra_quote17_col1.csv,0.0012319087982177734
row_extra_quote17_col2.csv,0.0013027191162109375
row_extra_quote17_col3.csv,0.001325845718383789
row_extra_quote17_col4.csv,0.0010232925415039062
row_extra_quote17_col5.csv,0.0017480850219726562
row_extra_quote17_col6.csv,0.00115966796875
row_extra_quote17_col7.csv,0.0011134147644042969
row_extra_quote17_col8.csv,0.0010402202606201172
row_extra_quote18_col0.csv,0.0010499954223632812
row_extra_quote18_col1.csv,0.00119781494140625
row_extra_quote18_col2.csv,0.0009486675262451172
row_extra_quote18_col3.csv,0.0010862350463867188
row_extra_quote18_col4.csv,0.0012235641479492188
row_extra_quote18_col5.csv,0.0016527175903320312
row_extra_quote18_col6.csv,0.0011343955993652344
row_extra_quote18_col7.csv,0.0011601448059082031
row_extra_quote18_col8.csv,0.001073598861694336
row_extra_quote19_col0.csv,0.0009725093841552734
row_extra_quote19_col1.csv,0.0011761188507080078
row_extra_quote19_col2.csv,0.0013275146484375
row_extra_quote19_col3.csv,0.0010807514190673828
row_extra_quote19_col4.csv,0.0012400150299072266
row_extra_quote19_col5.csv,0.001190185546875
row_extra_quote19_col6.csv,0.0014786720275878906
row_extra_quote19_col7.csv,0.0012199878692626953
row_extra_quote19_col8.csv,0.0009503364562988281
row_extra_quote1_col0.csv,0.0012052059173583984
row_extra_quote1_col1.csv,0.0013964176177978516
row_extra_quote1_col2.csv,0.0009493827819824219
row_extra_quote1_col3.csv,0.0010046958923339844
row_extra_quote1_col4.csv,0.0011653900146484375
row_extra_quote1_col5.csv,0.0011785030364990234
row_extra_quote1_col6.csv,0.0020751953125
row_extra_quote1_col7.csv,0.0013649463653564453
row_extra_quote1_col8.csv,0.0009922981262207031
