sut,success,headerprecision,headerrecall,headerf1,recordprecision,recordrecall,recordf1,cellprecision,cellrecall,cellf1,pollock_simple
duckdbauto,0.9795918367346939,0.668171511028654,0.6624201195629768,0.6650565808460546,0.7266145012221756,0.6750107555179687,0.6928065185885822,0.818044287169184,0.7678472776560574,0.7791946882209784,7.4347580765473245
duckdbparse,1.0,0.9697588126159555,0.9895691609977325,0.9723679948169746,0.82370297516597,0.7696881596063728,0.7879859505133698,0.8743833243294058,0.8390150391406821,0.8403451043759725,8.866816521562436
pandas,1.0,0.68857967429396,0.68857967429396,0.68857967429396,0.6614211949840177,0.6198847096322528,0.6309481411573149,0.7087943215204423,0.7547328933015544,0.6877794252841791,7.129299708761642
pycsv,1.0,0.6780045351473922,0.6780045351473922,0.6780045351473922,0.7871013465627215,0.7354868258942635,0.7531674029690032,0.8732876832289067,0.8639149767728148,0.857486895748036,7.904458736617923
