file,duckdbauto_success,duckdbauto_header_precision,duckdbauto_header_recall,duckdbauto_header_f1,duckdbauto_record_precision,duckdbauto_record_recall,duckdbauto_record_f1,duckdbauto_cell_precision,duckdbauto_cell_recall,duckdbauto_cell_f1,duckdbparse_success,duckdbparse_header_precision,duckdbparse_header_recall,duckdbparse_header_f1,duckdbparse_record_precision,duckdbparse_record_recall,duckdbparse_record_f1,duckdbparse_cell_precision,duckdbparse_cell_recall,duckdbparse_cell_f1,pandas_success,pandas_header_precision,pandas_header_recall,pandas_header_f1,pandas_record_precision,pandas_record_recall,pandas_record_f1,pandas_cell_precision,pandas_cell_recall,pandas_cell_f1,pycsv_success,pycsv_header_precision,pycsv_header_recall,pycsv_header_f1,pycsv_record_precision,pycsv_record_recall,pycsv_record_f1,pycsv_cell_precision,pycsv_cell_recall,pycsv_cell_f1
typeinfer_qty_late_string_anomaly.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.992063492063492,0.992063492063492,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9986772486772488,0.9986772486772488,0.9986772486772488,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.9907529722589168,0.991407799074686
typeinfer_qty_late_overflow.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.8822751322751323,0.8822751322751323,0.8822751322751323,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.9907529722589168,0.991407799074686
typeinfer_qty_late_inf.csv,1,1.0,1.0,1.0,0.0120481927710843,0.0120481927710843,0.0120481927710843,0.8849206349206349,0.8849206349206349,0.8849206349206349,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.9907529722589168,0.991407799074686
typeinfer_qty_late_huge_float.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.8822751322751323,0.8822751322751323,0.8822751322751323,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.9907529722589168,0.991407799074686
typeinfer_qty_late_currency.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.992063492063492,0.992063492063492,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.9907529722589168,0.991407799074686
typeinfer_qty_all_currency.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.992063492063492,0.992063492063492,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.9907529722589168,0.991407799074686
typeinfer_price_european_decimal.csv,1,1.0,1.0,1.0,0.0120481927710843,0.0120481927710843,0.0120481927710843,0.7751322751322751,0.7751322751322751,0.775132275132275,1,1.0,1.0,1.0,0.0120481927710843,0.0120481927710843,0.0120481927710843,0.783068783068783,0.783068783068783,0.7830687830687831,1,1.0,1.0,1.0,0.0,0.0,0.0,0.7817460317460317,0.7817460317460317,0.7817460317460317,1,1.0,1.0,1.0,0.0120481927710843,0.0120481927710843,0.0120481927710843,0.8835978835978836,0.7961859356376639,0.8376175548589342
typeinfer_qty_thousands_separator.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.992063492063492,0.992063492063492,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.9907529722589168,0.991407799074686
typeinfer_price_thousands_currency.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.992063492063492,0.992063492063492,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.9907529722589168,0.991407799074686
typeinfer_qty_pseudo_booleans.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.992063492063492,0.992063492063492,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.992063492063492,0.9907529722589168,0.991407799074686
