sut,success,headerprecision,headerrecall,headerf1,recordprecision,recordrecall,recordf1,cellprecision,cellrecall,cellf1,pollock_simple
duckdbauto,1.0,0.7533875338753387,0.7217922202140279,0.7341619762351469,0.7231854246253306,0.7225547488049959,0.722819080948174,0.8393626827424736,0.8099909475972944,0.8203610292183383,7.84761564426112
duckdbparse,1.0,0.926829268292683,0.926829268292683,0.926829268292683,0.5586247428739347,0.5631244104415449,0.5607013343711021,0.6775712995225189,0.6782191553094894,0.6769648136352167,7.495693561031856
pandas,0.8780487804878049,0.5176151761517614,0.5392953929539295,0.5197831978319782,0.4642962092271526,0.4686606417043932,0.46637101524725555,0.5099690282617112,0.624418392172882,0.5220234845535012,5.51048131859237
pycsv,0.8780487804878049,0.6829268292682927,0.6714490674318508,0.675422138836773,0.7020276226858654,0.6999286091497643,0.7009580645149811,0.7720959386464611,0.7565973494895272,0.7567153389972844,7.2961697395086045
