sut,success,headerprecision,headerrecall,headerf1,recordprecision,recordrecall,recordf1,cellprecision,cellrecall,cellf1,pollock_simple
duckdbauto,1.0,0.8777777777777779,0.7279283679283678,0.7878295486190222,0.6064257028112449,0.6131744242696072,0.6097177833662476,0.8736772486772486,0.737708976529706,0.7912914285650798,7.625531258544301
duckdbparse,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.8518072289156626,0.8665033104860578,0.8587713558831958,0.9092592592592593,0.9298081370950003,0.9189491934083281,9.201765151714172
pandas,0.9,0.8703703703703703,0.8842592592592593,0.8746438746438746,0.7317269076305221,0.7636357406290473,0.7462295812499442,0.8048500881834216,0.8614125782447434,0.8278169263626829,8.264945326573866
pycsv,1.0,0.737037037037037,0.750925925925926,0.7413105413105413,0.6662650602409637,0.6699922085043591,0.6680282858329174,0.7313932980599646,0.7395209853276121,0.7351760343779149,7.439649376617236
