sut,success,headerprecision,headerrecall,headerf1,recordprecision,recordrecall,recordf1,cellprecision,cellrecall,cellf1,pollock_simple
clevercs,0.7486033519553073,0.6027312228429547,0.5842954329996668,0.5855829921265134,0.4991586457562092,0.4922357629697973,0.49243025543489893,0.6591587597174189,0.647130208441935,0.6476030875906204,5.958929719835321
duckdbauto,0.9832402234636871,0.6973703515602957,0.6347123501052887,0.6565266321467721,0.5243319647304302,0.5183255018537819,0.5182825068304477,0.7828350538505621,0.7237686161286845,0.7296342909244257,6.769027491594376
duckdbparse,0.9776536312849162,0.9655267761413013,0.9709497206703911,0.9662410215482841,0.6289291243185031,0.6270056691581737,0.6242856775719303,0.7399977427910389,0.8188054930363943,0.7373676274846124,8.056762484005546
pandas,0.7486033519553073,0.5620506743411772,0.554645926337344,0.5487591021741319,0.4438311906845258,0.4409935722480753,0.4391932331988389,0.5287189532999589,0.584505695528906,0.5315611138924001,5.382862813660665
pycsv,0.7877094972067039,0.5909373060211048,0.5759374181625083,0.5754296207603584,0.5360436158039981,0.5247895451092445,0.5277844074659277,0.6479265111207904,0.641506415986905,0.6395673394986899,6.0476316771362315
