filename,pandas_time_0
lineend_all_cr_only.csv,0.0008893013000488281
lineend_all_lf_only.csv,0.0008363723754882812
lineend_alternating_trailing_spaces.csv,0.0007517337799072266
lineend_backspace_before_eol.csv,0.000732421875
lineend_blank_every_third.csv,0.0007505416870117188
lineend_blank_line_separator.csv,0.0007569789886474609
lineend_bom_after_each_crlf.csv,7.200241088867188e-05
lineend_byte_after_each_crlf.csv,0.0001163482666015625
lineend_c1_controls_at_eol.csv,0.00011086463928222656
lineend_c1_mid_cell.csv,9.34600830078125e-05
lineend_cr_only_with_stray_lf.csv,0.0009784698486328125
lineend_crlf_in_unquoted_cell.csv,0.0007445812225341797
lineend_double_cr_lineend.csv,0.0007607936859130859
lineend_double_ff_delim.csv,0.02926015853881836
lineend_double_trailing_newline.csv,0.0007741451263427734
lineend_eof_mid_cell.csv,0.00022935867309570312
lineend_fe_plus_nuls.csv,0.00010085105895996094
lineend_ff_as_record_delim.csv,0.038828372955322266
lineend_ff_mid_record.csv,0.0009567737579345703
lineend_half_ls_separator.csv,0.00010085105895996094
lineend_interleave_ls_ps_crlf.csv,8.082389831542969e-05
lineend_mixed_crlf_lf_cr_cycle.csv,0.0017426013946533203
lineend_mixed_inner_eol_quoted.csv,0.0008528232574462891
lineend_multiline_quoted_field.csv,0.000759124755859375
lineend_nel_inside_cells.csv,8.559226989746094e-05
lineend_nel_record_delim.csv,0.0001163482666015625
lineend_no_final_newline.csv,0.00080108642578125
lineend_nul_at_line_start.csv,0.0007314682006835938
lineend_nul_in_quoted_cell.csv,0.0007789134979248047
lineend_nul_replaces_crlf.csv,0.0007510185241699219
lineend_one_row_cr_in_crlf.csv,0.0007505416870117188
lineend_one_row_lf_in_crlf.csv,0.0007674694061279297
lineend_ps_record_delim.csv,9.965896606445312e-05
lineend_quote_before_crlf_back_half.csv,0.000274658203125
lineend_random_c1_throughout.csv,7.772445678710938e-05
lineend_random_per_line.csv,0.0010230541229248047
lineend_scattered_nuls.csv,0.0007894039154052734
lineend_stray_cr_in_cell.csv,0.0008051395416259766
lineend_stray_quote_line_start.csv,0.0007472038269042969
lineend_stray_quote_with_lf.csv,0.0006561279296875
lineend_tail5_lf_rest_crlf.csv,0.0008897781372070312
lineend_three_byte_after_crlf.csv,9.846687316894531e-05
lineend_trailing_spaces.csv,0.0008938312530517578
lineend_trailing_tab.csv,0.0008442401885986328
lineend_triple_trailing_newline.csv,0.0007753372192382812
lineend_vt_as_record_delim.csv,0.028920650482177734
