filename,llm_hybrid_parser_gpt_5_4_mini_duckdb_time_0
file_escape_char_0x00.csv,4.125031471252441
file_escape_char_0x5C.csv,0.09738850593566895
file_field_delimiter_0x20.csv,22.10776138305664
file_field_delimiter_0x2C_0x20.csv,0.15145444869995117
file_field_delimiter_0x3B.csv,0.09857368469238281
file_field_delimiter_0x9.csv,0.10482120513916016
file_header_multirow_3.csv,0.0914463996887207
file_quotation_char_0x27.csv,30.237948894500732
row_extra_quote3_col0.csv,2.030635356903076
row_extra_quote3_col5.csv,3.1495299339294434
row_field_delimiter_34_0x20.csv,1.607297658920288
row_field_delimiter_3_0x20.csv,2.749073028564453
row_less_sep_row3_col1.csv,2.0566117763519287
row_less_sep_row3_col2.csv,1.017608404159546
row_less_sep_row4_col4.csv,4.330248117446899
row_more_sep_row19_col4.csv,0.14316439628601074
row_more_sep_row3_col0.csv,0.13864898681640625
