"filename","rhypoparsr_time_0"
"file_double_trailing_newline.csv",3.51532101631165
"file_escape_char_0x00.csv",7.27737426757812
"file_escape_char_0x5C.csv",2.54991126060486
"file_field_delimiter_0x20.csv",0.48908543586731
"file_field_delimiter_0x2C_0x20.csv",2.60172939300537
"file_field_delimiter_0x3B.csv",3.0827419757843
"file_field_delimiter_0x9.csv",2.89491271972656
"file_header_multirow_2.csv",3.05901432037354
"file_header_multirow_3.csv",3.25675511360168
"file_header_only.csv",0.00981760025024414
"file_multitable_less.csv",3.12118633588155
"file_multitable_more.csv",1.0931086619695
"file_multitable_same.csv",53.7051482200623
"file_no_header.csv",2.66036152839661
"file_no_payload.csv",0.0014193058013916
"file_no_trailing_newline.csv",2.88142895698547
"file_one_data_row.csv",0.6728355884552
"file_preamble.csv",3.97886610031128
"file_quotation_char_0x27.csv",23.6458745002747
"file_record_delimiter_0xA.csv",2.84584021568298
"file_record_delimiter_0xD.csv",0.391503095626831
"row_extra_quote0_col0.csv",3.20698237419128
"row_extra_quote0_col1.csv",3.39712238311768
"row_extra_quote0_col2.csv",3.06996130943298
"row_extra_quote0_col3.csv",3.02484965324402
"row_extra_quote0_col4.csv",3.16423368453979
"row_extra_quote0_col5.csv",4.31279921531677
"row_extra_quote0_col6.csv",3.98367118835449
"row_extra_quote0_col7.csv",3.5395839214325
"row_extra_quote0_col8.csv",2.40135812759399
"row_extra_quote1_col0.csv",4.1715931892395
"row_extra_quote1_col1.csv",4.06565833091736
"row_extra_quote1_col2.csv",3.80239009857178
"row_extra_quote1_col3.csv",3.02759647369385
"row_extra_quote1_col4.csv",2.96037626266479
"row_extra_quote1_col5.csv",5.21355366706848
"row_extra_quote1_col6.csv",2.90633058547974
"row_extra_quote1_col7.csv",3.50132441520691
"row_extra_quote1_col8.csv",3.24428915977478
"row_extra_quote10_col0.csv",3.1241991519928
"row_extra_quote10_col1.csv",3.49913382530212
"row_extra_quote10_col2.csv",3.04044604301453
"row_extra_quote10_col3.csv",2.75527238845825
