filename,duckdbparse_time_0
combo__more_columns_row_10_col_4__mixed_delimiters_within_row_row_11_range_3_0x3B.csv,0.0009462833404541016
combo__move_header_row5__preamble_2_raw_empty_row.csv,0.0008904933929443359
combo__move_header_row5__preamble_2_raw_empty_row__footnote_2_blank_line.csv,0.008063554763793945
combo__multiline_header_rows_3__footnote_2_blank_line.csv,0.001447916030883789
combo__multiline_header_rows_3__mixed_delimiters_within_row_row_4_range_3_0x3B__footnote_2_blank_line.csv,0.0009968280792236328
combo__row_quotation_mark_2_0x27__mixed_delimiters_within_row_row_2_range_3_0x3B.csv,0.0011820793151855469
file_commented_row_41.csv,0.0018074512481689453
file_commented_row_49.csv,0.0009093284606933594
file_commented_row_56.csv,0.0010752677917480469
file_double_escaping_backslash_row_3_col_7.csv,0.0009658336639404297
file_double_escaping_double_quote_row_2_col_7.csv,0.0015506744384765625
file_double_trailing_newline.csv,0.0013551712036132812
file_embedded_json_cell_2_1_len_4.csv,0.0014789104461669922
file_escape_char_0x00.csv,0.00115203857421875
file_escape_char_0x5C.csv,0.0010788440704345703
file_excel_formulas.csv,0.0010614395141601562
file_extremely_long_field_row_3_col_6_len_10000.csv,0.0011403560638427734
file_field_delimiter_0x20.csv,0.002347230911254883
file_field_delimiter_0x2C_0x20.csv,0.0013284683227539062
file_field_delimiter_0x3B.csv,0.0012044906616210938
file_field_delimiter_0x9.csv,0.0008554458618164062
file_footnote_1.csv,0.0010221004486083984
file_footnote_3.csv,0.0017066001892089844
file_footnote_3_blank_line.csv,0.0014946460723876953
file_header_multirow_2.csv,0.0032689571380615234
file_header_multirow_3.csv,0.0015091896057128906
file_header_only.csv,0.0009996891021728516
file_less_columns_deleted_value_row_26_col_5.csv,0.0009551048278808594
file_less_columns_deleted_value_row_40_col_1.csv,0.0016100406646728516
file_less_columns_deleted_value_row_45_col_7.csv,0.001056671142578125
file_less_columns_deleted_value_row_57_col_1.csv,0.0009112358093261719
file_less_columns_deleted_value_row_70_col_3.csv,0.0009245872497558594
file_mixed_delimiters_whole_row_row_13_0x3B.csv,0.0010075569152832031
file_mixed_delimiters_within_row_row_13_range_1_0x3B.csv,0.001661539077758789
file_mixed_delimiters_within_row_row_13_range_3_0x3B.csv,0.0008842945098876953
file_mixed_time_formats_day_month_year.csv,0.0012390613555908203
file_mixed_time_formats_iso_8601.csv,0.0026345252990722656
file_mixed_time_formats_long_month_name.csv,0.0010540485382080078
file_mixed_time_formats_long_month_name_unquoted.csv,0.0009429454803466797
file_mixed_time_formats_month_day_year.csv,0.0011603832244873047
file_more_columns_row_34_col_1.csv,0.0009796619415283203
file_more_columns_row_39_col_8.csv,0.0008749961853027344
file_more_columns_row_72_col_5.csv,0.0010275840759277344
file_more_columns_row_79_col_7.csv,0.0011909008026123047
file_more_columns_row_9_col_6.csv,0.0011034011840820312
file_move_header_row8.csv,0.0014412403106689453
file_multiline_header_rows_3.csv,0.0008866786956787109
file_no_header.csv,0.0015132427215576172
file_no_payload.csv,0.0006594657897949219
file_no_trailing_newline.csv,0.0009043216705322266
file_num_columns_1000.csv,0.027639389038085938
file_num_columns_pad_randints_1000.csv,0.041040897369384766
file_num_rows_50000_repeat_file.csv,0.0011610984802246094
file_one_data_row.csv,0.0016200542449951172
file_preamble.csv,0.0008685588836669922
file_quotation_char_0x27.csv,0.0008208751678466797
file_quotation_char_none.csv,0.0016007423400878906
file_record_delimiter_0xA.csv,0.0009510517120361328
file_record_delimiter_0xD.csv,0.001111745834350586
file_superheader_sparse_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,0.0010218620300292969
file_superheader_whitespace_aligned_columns_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,0.0009257793426513672
file_unescaped_multiline_string_row_2_col_7.csv,0.0008552074432373047
file_unquoted_lists_row_9_col_6.csv,0.0011401176452636719
file_whitespace_delimiter_cells_quoted_empty_last_column_padded.csv,0.0015757083892822266
file_whitespace_delimiter_cells_quoted_padded.csv,0.0010676383972167969
file_whitespace_delimiter_cells_quoted_unpadded.csv,0.0012247562408447266
file_whitespace_delimiter_cells_unquoted_padded.csv,0.001001119613647461
row_quotation_mark_12_0x27.csv,0.0008509159088134766
source.csv,0.0011222362518310547
