filename,duckdbauto_time_0,duckdbauto_time_1,duckdbauto_time_2
file_escape_char_0x00.csv,0.0094127655029296,0.0077662467956542,0.0080795288085937
file_escape_char_0x5C.csv,0.0111455917358398,0.0121781826019287,0.0071027278900146
file_field_delimiter_0x20.csv,0.0104508399963378,0.0070316791534423,0.0077316761016845
file_field_delimiter_0x2C_0x20.csv,0.0072884559631347,0.0055100917816162,0.0060808658599853
file_field_delimiter_0x3B.csv,0.0087587833404541,0.007723331451416,0.0073342323303222
file_field_delimiter_0x9.csv,0.0079412460327148,0.0072228908538818,0.0068464279174804
file_header_multirow_3.csv,0.009403228759765625,0.007734537124633789,0.00695037841796875
file_multitable_same.csv,0.0098931789398193,0.0081572532653808,0.0088601112365722
file_quotation_char_0x27.csv,0.0070250034332275,0.0090992450714111,0.0075812339782714
row_extra_quote3_col0.csv,0.0089924335479736,0.0072705745697021,0.0077731609344482
row_extra_quote3_col0.csv.llm.jsonl,0.008291006088256836,0.0058689117431640625,0.0066912174224853516
row_extra_quote3_col5.csv,0.009232521057128906,0.008339881896972656,0.007796049118041992
row_field_delimiter_34_0x20.csv,0.015499591827392578,0.006847381591796875,0.0070993900299072266
row_field_delimiter_3_0x20.csv,0.0266268253326416,0.0053801536560058,0.0051283836364746
row_less_sep_row3_col1.csv,0.0091698169708251,0.0070002079010009,0.0072944164276123
row_less_sep_row3_col2.csv,0.007561445236206,0.0083696842193603,0.0070974826812744
row_less_sep_row4_col4.csv,0.028105735778808594,0.0054264068603515625,0.005232095718383789
row_more_sep_row19_col4.csv,0.013003826141357422,0.008104801177978516,0.007070064544677734
row_more_sep_row3_col0.csv,0.0085628032684326,0.0064983367919921,0.0082917213439941
