filename,model,time_0,llm_calls_0,local_cache_hits_0,uncached_input_tokens_0,cached_input_tokens_0,completion_tokens_0,total_tokens_0,input_cost_usd_0,cached_input_cost_usd_0,output_cost_usd_0,estimated_api_cost_usd_0,billable_cost_usd_0
file_more_columns_row_39_col_8.csv,gpt-5.4-mini,0.07285261154174805,2,2,1413,0,114,1527,0.00105975,0.0,0.000513,0.00157275,0.0
file_mixed_delimiters_within_row_row_13_range_1_0x3B.csv,gpt-5.4-mini,0.10374307632446289,2,2,1399,0,95,1494,0.00104925,0.0,0.0004275,0.00147675,0.0
file_mixed_time_formats_iso_8601.csv,gpt-5.4-mini,0.06624388694763184,1,1,972,0,57,1029,0.000729,0.0,0.0002565,0.0009855,0.0
file_more_columns_row_9_col_6.csv,gpt-5.4-mini,0.11671662330627441,2,2,2394,0,157,2551,0.0017955000000000002,0.0,0.0007065,0.0025020000000000003,0.0
file_no_trailing_newline.csv,gpt-5.4-mini,0.06735348701477051,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_footnote_3.csv,gpt-5.4-mini,0.10691165924072266,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_extremely_long_field_row_3_col_6_len_10000.csv,gpt-5.4-mini,0.07143306732177734,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_num_columns_1000.csv,gpt-5.4-mini,0.32222843170166016,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_whitespace_delimiter_cells_quoted_unpadded.csv,gpt-5.4-mini,0.06352043151855469,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_more_columns_row_72_col_5.csv,gpt-5.4-mini,0.10312199592590332,2,2,1406,0,106,1512,0.0010545,0.0,0.000477,0.0015315,0.0
file_mixed_time_formats_long_month_name.csv,gpt-5.4-mini,0.06471443176269531,1,1,978,0,57,1035,0.0007335,0.0,0.0002565,0.00099,0.0
combo__multiline_header_rows_3__footnote_2_blank_line.csv,gpt-5.4-mini,0.1050422191619873,2,2,1948,0,47,1995,0.001461,0.0,0.0002115,0.0016725,0.0
file_commented_row_56.csv,gpt-5.4-mini,0.0651848316192627,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_footnote_1.csv,gpt-5.4-mini,0.1062920093536377,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_mixed_delimiters_whole_row_row_13_0x3B.csv,gpt-5.4-mini,0.10474991798400879,2,2,1639,0,96,1735,0.00122925,0.0,0.000432,0.00166125,0.0
file_mixed_time_formats_day_month_year.csv,gpt-5.4-mini,0.0627284049987793,1,1,972,0,57,1029,0.000729,0.0,0.0002565,0.0009855,0.0
file_double_trailing_newline.csv,gpt-5.4-mini,0.06359982490539551,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_one_data_row.csv,gpt-5.4-mini,0.03973269462585449,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_num_columns_pad_randints_1000.csv,gpt-5.4-mini,0.8587541580200195,1,1,29708,0,3034,32742,0.022281,0.0,0.013653,0.035934,0.0
file_header_multirow_2.csv,gpt-5.4-mini,0.0664815902709961,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_multiline_header_rows_3.csv,gpt-5.4-mini,0.0616910457611084,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_double_escaping_backslash_row_3_col_7.csv,gpt-5.4-mini,0.1078190803527832,2,2,3050,0,598,3648,0.0022875,0.0,0.0026910000000000002,0.0049785,0.0
file_field_delimiter_0x3B.csv,gpt-5.4-mini,0.06325149536132812,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
combo__row_quotation_mark_2_0x27__mixed_delimiters_within_row_row_2_range_3_0x3B.csv,gpt-5.4-mini,0.07543778419494629,2,2,2447,0,152,2599,0.00183525,0.0,0.0006839999999999999,0.00251925,0.0
file_less_columns_deleted_value_row_45_col_7.csv,gpt-5.4-mini,0.10557055473327637,2,2,1379,0,80,1459,0.00103425,0.0,0.00036,0.00139425,0.0
file_more_columns_row_79_col_7.csv,gpt-5.4-mini,0.1052243709564209,2,2,1416,0,117,1533,0.001062,0.0,0.0005265,0.0015885,0.0
file_commented_row_49.csv,gpt-5.4-mini,0.08873987197875977,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_no_payload.csv,gpt-5.4-mini,0.018186092376708984,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_header_only.csv,gpt-5.4-mini,0.0356745719909668,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_superheader_sparse_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,gpt-5.4-mini,0.08610296249389648,1,1,905,0,57,962,0.00067875,0.0,0.0002565,0.00093525,0.0
file_num_rows_50000_repeat_file.csv,gpt-5.4-mini,4.01748251914978,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
combo__move_header_row5__preamble_2_raw_empty_row__footnote_2_blank_line.csv,gpt-5.4-mini,0.1259326934814453,2,2,1608,1792,142,3542,0.001206,0.00013440000000000001,0.000639,0.0019794,0.0
file_escape_char_0x00.csv,gpt-5.4-mini,0.1194465160369873,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_record_delimiter_0xD.csv,gpt-5.4-mini,0.07235503196716309,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_unquoted_lists_row_9_col_6.csv,gpt-5.4-mini,0.11709356307983398,2,2,2460,0,161,2621,0.0018449999999999999,0.0,0.0007245,0.0025695,0.0
file_mixed_delimiters_within_row_row_13_range_3_0x3B.csv,gpt-5.4-mini,0.11922216415405273,2,2,1479,0,96,1575,0.00110925,0.0,0.000432,0.00154125,0.0
file_excel_formulas.csv,gpt-5.4-mini,0.07726359367370605,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_record_delimiter_0xA.csv,gpt-5.4-mini,0.06872177124023438,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
file_superheader_whitespace_aligned_columns_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,gpt-5.4-mini,0.13936591148376465,2,2,28792,0,7324,36116,0.021594,0.0,0.032958,0.054551999999999996,0.0
file_whitespace_delimiter_cells_quoted_padded.csv,gpt-5.4-mini,0.1516737937927246,2,2,28547,0,7278,35825,0.02141025,0.0,0.032751,0.05416125,0.0
file_no_header.csv,gpt-5.4-mini,0.08187460899353027,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
row_quotation_mark_12_0x27.csv,gpt-5.4-mini,0.12176513671875,2,2,1432,0,96,1528,0.001074,0.0,0.000432,0.001506,0.0
file_whitespace_delimiter_cells_quoted_empty_last_column_padded.csv,gpt-5.4-mini,0.15169668197631836,2,2,29714,0,7333,37047,0.0222855,0.0,0.0329985,0.055284,0.0
