filename,llm_hybrid_parser_gpt_5_4_mini_clevercsv_time_0
row_less_sep_row4_col4.csv,3.1240649223327637
row_field_delimiter_3_0x20.csv,2.4198899269104004
row_more_sep_row19_col4.csv,2.301811456680298
file_field_delimiter_0x2C_0x20.csv,26.113267183303833
file_field_delimiter_0x9.csv,1.2807567119598389
file_escape_char_0x5C.csv,0.9525101184844971
file_field_delimiter_0x3B.csv,1.0915961265563965
row_field_delimiter_34_0x20.csv,1.731468677520752
row_less_sep_row3_col1.csv,2.3649585247039795
row_more_sep_row3_col0.csv,2.17374587059021
row_less_sep_row3_col2.csv,0.7756409645080566
file_header_multirow_3.csv,1.2085990905761719
file_quotation_char_0x27.csv,29.339977264404297
row_extra_quote3_col5.csv,2.343231439590454
file_escape_char_0x00.csv,3.9885401725769043
row_extra_quote3_col0.csv,3.7182955741882324
file_field_delimiter_0x20.csv,19.208653450012207
