filename,clevercs_time_0
row_more_sep_row13_col3.csv,0.035101890563964844
row_extra_quote78_col1.csv,0.02908802032470703
row_extra_quote57_col7.csv,0.040192365646362305
row_extra_quote59_col3.csv,0.04591250419616699
row_more_sep_row29_col2.csv,0.03576159477233887
row_more_sep_row57_col8.csv,0.03372526168823242
row_more_sep_row80_col6.csv,0.029719829559326172
row_more_sep_row52_col6.csv,0.030182600021362305
row_extra_quote80_col0.csv,0.029473066329956055
row_extra_quote66_col3.csv,0.041155099868774414
row_more_sep_row83_col8.csv,0.027577877044677734
row_less_sep_row37_col2.csv,0.0308992862701416
row_less_sep_row78_col8.csv,0.0365900993347168
row_more_sep_row26_col4.csv,0.03157615661621094
row_extra_quote67_col2.csv,0.029674053192138672
row_less_sep_row69_col6.csv,0.02998495101928711
row_extra_quote3_col4.csv,0.0358731746673584
row_more_sep_row74_col1.csv,0.028970718383789062
row_extra_quote47_col4.csv,0.04065728187561035
row_extra_quote53_col3.csv,0.032792091369628906
row_extra_quote79_col1.csv,0.03027510643005371
row_more_sep_row53_col5.csv,0.03056478500366211
row_less_sep_row79_col7.csv,0.04375958442687988
row_extra_quote1_col6.csv,0.0522003173828125
row_less_sep_row62_col8.csv,0.027300119400024414
row_more_sep_row25_col6.csv,0.034398555755615234
row_extra_quote56_col3.csv,0.02982640266418457
row_extra_quote32_col2.csv,0.0453181266784668
row_more_sep_row25_col5.csv,0.03817129135131836
row_more_sep_row6_col0.csv,0.027640104293823242
row_extra_quote62_col7.csv,0.024446487426757812
row_more_sep_row38_col0.csv,0.026216983795166016
row_less_sep_row71_col2.csv,0.024928808212280273
row_more_sep_row28_col6.csv,0.030331134796142578
row_extra_quote58_col2.csv,0.029424667358398438
row_extra_quote11_col4.csv,0.03249812126159668
row_extra_quote11_col2.csv,0.032952308654785156
row_more_sep_row25_col7.csv,0.02523970603942871
row_extra_quote30_col7.csv,0.03211569786071777
row_less_sep_row13_col2.csv,0.024666786193847656
row_field_delimiter_31_0x20.csv,0.02452230453491211
row_field_delimiter_4_0x20.csv,0.027655839920043945
row_more_sep_row18_col8.csv,0.025415420532226562
row_more_sep_row48_col0.csv,0.024677515029907227
row_more_sep_row2_col3.csv,0.024987459182739258
row_less_sep_row51_col4.csv,0.02491140365600586
row_less_sep_row24_col8.csv,0.03282475471496582
row_more_sep_row7_col7.csv,0.025362253189086914
row_more_sep_row37_col4.csv,0.024114608764648438
row_more_sep_row67_col7.csv,0.02471446990966797
row_less_sep_row30_col5.csv,0.02466440200805664
row_less_sep_row80_col6.csv,0.025044918060302734
row_extra_quote37_col5.csv,0.03265261650085449
row_more_sep_row15_col2.csv,0.025061607360839844
row_more_sep_row5_col5.csv,0.024737119674682617
row_more_sep_row15_col0.csv,0.02530646324157715
row_more_sep_row63_col4.csv,0.024925947189331055
row_more_sep_row83_col2.csv,0.026303529739379883
row_extra_quote47_col5.csv,0.03181028366088867
row_less_sep_row11_col6.csv,0.02604818344116211
row_more_sep_row14_col7.csv,0.024593353271484375
row_less_sep_row60_col1.csv,0.02487039566040039
row_extra_quote64_col8.csv,0.023903369903564453
row_less_sep_row77_col1.csv,0.02739572525024414
row_extra_quote23_col1.csv,0.03388833999633789
row_extra_quote70_col3.csv,0.029144287109375
row_more_sep_row50_col4.csv,0.026107072830200195
row_less_sep_row2_col4.csv,0.024338245391845703
row_more_sep_row44_col3.csv,0.024124860763549805
row_less_sep_row76_col6.csv,0.025363922119140625
row_less_sep_row38_col3.csv,0.026058673858642578
row_extra_quote83_col4.csv,0.024453401565551758
row_less_sep_row82_col1.csv,0.023801565170288086
row_more_sep_row47_col7.csv,0.026912212371826172
row_extra_quote63_col4.csv,0.02405714988708496
row_more_sep_row4_col3.csv,0.026233673095703125
row_more_sep_row53_col3.csv,0.02413177490234375
row_extra_quote59_col5.csv,0.024498701095581055
row_more_sep_row23_col4.csv,0.024500370025634766
row_less_sep_row78_col3.csv,0.030904769897460938
row_extra_quote42_col0.csv,0.03570723533630371
row_field_delimiter_73_0x20.csv,0.02594447135925293
row_more_sep_row5_col8.csv,0.026947021484375
row_extra_quote1_col4.csv,0.030973196029663086
row_less_sep_row15_col2.csv,0.024714946746826172
row_more_sep_row74_col0.csv,0.02724170684814453
row_less_sep_row1_col1.csv,0.024820327758789062
row_field_delimiter_23_0x20.csv,0.025963783264160156
row_extra_quote28_col0.csv,0.032746315002441406
row_more_sep_row39_col0.csv,0.024814128875732422
