filename,pycsv_time_0
dialect_colnames_lies_unrelated_names.csv,0.004342317581176758
dialect_combo_comma_space_with_cp1252.csv,2.1696090698242188e-05
dialect_combo_preamble_and_multi_header.csv,0.0043392181396484375
dialect_combo_quote_single_escape_backslash.csv,0.0038716793060302734
dialect_combo_utf16le_semicolon.csv,0.0023915767669677734
dialect_delim_lies_comma_actual_comma_space.csv,0.0011332035064697266
dialect_delim_lies_comma_actual_double_pipe.csv,0.0006473064422607422
dialect_delim_lies_comma_actual_nul.csv,0.0038976669311523438
dialect_delim_lies_comma_actual_pipe.csv,0.004016399383544922
dialect_delim_lies_comma_actual_semicolon.csv,0.004393339157104492
dialect_delim_lies_comma_actual_tab.csv,0.0040340423583984375
dialect_delim_lies_comma_space_actual_comma.csv,0.0043566226959228516
dialect_delim_lies_semicolon_actual_comma.csv,0.004445791244506836
dialect_delim_lies_tab_actual_comma.csv,0.004354238510131836
dialect_delim_subtle_half_semicolon.csv,0.0038788318634033203
dialect_delim_subtle_mostly_comma_some_semicolon.csv,0.0043489933013916016
dialect_encoding_bom_utf8_lies_utf16le.csv,0.00025010108947753906
dialect_encoding_lies_ascii_actual_cp1252.csv,2.765655517578125e-05
dialect_encoding_lies_ascii_actual_utf8.csv,1.811981201171875e-05
dialect_encoding_lies_latin1_actual_utf8.csv,0.004632472991943359
dialect_encoding_lies_utf8_actual_big5.csv,2.09808349609375e-05
dialect_encoding_lies_utf8_actual_utf16be.csv,0.002385854721069336
dialect_encoding_lies_utf8_actual_utf16le.csv,0.0025246143341064453
dialect_escape_lies_backslash_actual_doubled.csv,0.004366874694824219
dialect_escape_lies_doubled_actual_backslash.csv,0.004335165023803711
dialect_header_lies_five_actual_one.csv,0.004342794418334961
dialect_header_lies_one_actual_two.csv,0.0043528079986572266
dialect_header_lies_one_actual_zero.csv,0.004348278045654297
dialect_header_lies_two_actual_one.csv,0.0043239593505859375
dialect_header_lies_zero_actual_one.csv,0.004332542419433594
dialect_ncols_lies_nine_actual_seven.csv,0.0034704208374023438
dialect_ncols_lies_nine_actual_ten.csv,0.00444340705871582
dialect_preamble_lies_ten_actual_zero.csv,0.004348278045654297
dialect_preamble_lies_three_actual_zero.csv,0.004393577575683594
dialect_preamble_lies_zero_actual_three.csv,0.0044291019439697266
dialect_quote_lies_double_actual_brackets.csv,0.002620220184326172
dialect_quote_lies_double_actual_single.csv,0.003993034362792969
dialect_quote_lies_single_actual_double.csv,0.00433802604675293
dialect_quote_subtle_mostly_double_some_single.csv,0.004324436187744141
dialect_recordsep_lies_crlf_actual_lf.csv,0.004285335540771484
dialect_recordsep_lies_lf_actual_crlf.csv,0.004336357116699219
