filename,sqlite_time_0
row_extra_quote80_col1.csv,0.0405421257019043
row_less_sep_row57_col2.csv,0.02183246612548828
row_extra_quote57_col2.csv,0.02345108985900879
row_extra_quote33_col5.csv,0.023692846298217773
row_less_sep_row81_col5.csv,0.021779537200927734
row_less_sep_row2_col7.csv,0.025940656661987305
row_less_sep_row67_col4.csv,-0.08728384971618652
row_less_sep_row21_col4.csv,0.023419618606567383
row_more_sep_row17_col6.csv,0.025182723999023438
row_less_sep_row56_col2.csv,0.021899700164794922
row_more_sep_row57_col2.csv,0.022249460220336914
row_extra_quote14_col4.csv,0.0224912166595459
row_less_sep_row61_col6.csv,0.024241924285888672
row_extra_quote20_col6.csv,0.02329540252685547
row_extra_quote74_col3.csv,0.02583789825439453
row_extra_quote53_col7.csv,0.022911787033081055
row_less_sep_row34_col6.csv,0.0216219425201416
row_more_sep_row5_col3.csv,0.021574735641479492
row_more_sep_row10_col0.csv,0.02146172523498535
row_less_sep_row2_col2.csv,0.022248029708862305
row_more_sep_row61_col5.csv,0.0218503475189209
row_extra_quote12_col5.csv,0.023352384567260742
row_less_sep_row47_col2.csv,0.026929140090942383
row_more_sep_row13_col2.csv,0.02144908905029297
row_extra_quote41_col1.csv,0.02596879005432129
row_more_sep_row37_col5.csv,0.02398204803466797
row_extra_quote58_col4.csv,0.023344039916992188
row_extra_quote6_col8.csv,0.023725271224975586
row_more_sep_row2_col4.csv,0.02333688735961914
row_more_sep_row76_col5.csv,0.024287700653076172
row_extra_quote75_col8.csv,0.022832870483398438
row_extra_quote16_col6.csv,0.022603273391723633
row_less_sep_row25_col7.csv,0.022858381271362305
row_extra_quote3_col1.csv,0.023893117904663086
row_less_sep_row44_col6.csv,0.022295236587524414
row_more_sep_row8_col5.csv,0.023393630981445312
row_more_sep_row31_col8.csv,0.021736860275268555
row_more_sep_row5_col6.csv,0.0226137638092041
row_extra_quote59_col8.csv,0.02163839340209961
row_less_sep_row41_col6.csv,0.024573802947998047
row_extra_quote53_col8.csv,0.02420949935913086
row_more_sep_row3_col1.csv,0.024155855178833008
row_more_sep_row81_col1.csv,0.023979902267456055
row_extra_quote44_col7.csv,0.02616715431213379
row_extra_quote41_col5.csv,0.023357629776000977
row_more_sep_row74_col5.csv,0.021893739700317383
row_more_sep_row28_col0.csv,0.022211074829101562
row_more_sep_row47_col5.csv,0.023492813110351562
row_more_sep_row44_col4.csv,0.022856712341308594
row_more_sep_row51_col6.csv,0.025112390518188477
row_more_sep_row32_col1.csv,0.02548694610595703
row_extra_quote46_col3.csv,0.02281808853149414
row_extra_quote56_col2.csv,0.020626544952392578
row_more_sep_row30_col6.csv,0.0227508544921875
row_less_sep_row69_col4.csv,0.023261308670043945
