filename,model,time_0,llm_calls_0,local_cache_hits_0,uncached_input_tokens_0,cached_input_tokens_0,completion_tokens_0,total_tokens_0,input_cost_usd_0,cached_input_cost_usd_0,output_cost_usd_0,estimated_api_cost_usd_0,billable_cost_usd_0
file_less_columns_deleted_value_row_26_col_5.csv,qwen3.5:0.8b,0.1444225311279297,2,2,2610,0,176,2786,,,,,0.0
file_commented_row_41.csv,qwen3.5:0.8b,0.06973719596862793,1,1,1114,0,78,1192,,,,,0.0
file_unescaped_multiline_string_row_2_col_7.csv,qwen3.5:0.8b,0.09247922897338867,2,2,3076,0,837,3913,,,,,0.0
file_less_columns_deleted_value_row_57_col_1.csv,qwen3.5:0.8b,0.1095585823059082,2,2,2610,0,156,2766,,,,,0.0
file_field_delimiter_0x20.csv,qwen3.5:0.8b,0.07426786422729492,2,2,3156,0,1580,4736,,,,,0.0
file_escape_char_0x5C.csv,qwen3.5:0.8b,0.06884598731994629,1,1,1114,0,78,1192,,,,,0.0
file_field_delimiter_0x9.csv,qwen3.5:0.8b,0.05869007110595703,1,1,1142,0,77,1219,,,,,0.0
combo__move_header_row5__preamble_2_raw_empty_row.csv,qwen3.5:0.8b,0.07418465614318848,2,2,2920,0,877,3797,,,,,0.0
file_mixed_time_formats_long_month_name_unquoted.csv,qwen3.5:0.8b,0.0790708065032959,2,2,3164,0,987,4151,,,,,0.0
file_quotation_char_0x27.csv,qwen3.5:0.8b,17.595583200454712,2,1,3173,0,678,3851,,,,,
combo__more_columns_row_10_col_4__mixed_delimiters_within_row_row_11_range_3_0x3B.csv,qwen3.5:0.8b,0.08767819404602051,2,2,2622,0,2666,5288,,,,,0.0
file_less_columns_deleted_value_row_40_col_1.csv,qwen3.5:0.8b,0.09378361701965332,2,2,2623,0,2665,5288,,,,,0.0
file_whitespace_delimiter_cells_unquoted_padded.csv,qwen3.5:0.8b,0.09589982032775879,2,2,3169,0,586,3755,,,,,0.0
file_double_escaping_double_quote_row_2_col_7.csv,qwen3.5:0.8b,0.07192587852478027,1,1,1116,0,78,1194,,,,,0.0
file_more_columns_row_34_col_1.csv,qwen3.5:0.8b,0.12145233154296875,2,2,2638,0,1256,3894,,,,,0.0
file_embedded_json_cell_2_1_len_4.csv,qwen3.5:0.8b,0.12016749382019043,2,2,2818,0,169,2987,,,,,0.0
file_preamble.csv,qwen3.5:0.8b,0.10722756385803223,2,2,2616,0,1332,3948,,,,,0.0
file_less_columns_deleted_value_row_70_col_3.csv,qwen3.5:0.8b,0.08776736259460449,2,2,2611,0,177,2788,,,,,0.0
file_field_delimiter_0x2C_0x20.csv,qwen3.5:0.8b,0.08827352523803711,2,2,3213,0,664,3877,,,,,0.0
combo__multiline_header_rows_3__mixed_delimiters_within_row_row_4_range_3_0x3B__footnote_2_blank_line.csv,qwen3.5:0.8b,0.08992171287536621,2,2,2992,0,1176,4168,,,,,0.0
source.csv,qwen3.5:0.8b,0.08089494705200195,1,1,1114,0,78,1192,,,,,0.0
file_footnote_3_blank_line.csv,qwen3.5:0.8b,0.13123559951782227,2,2,3494,0,201,3695,,,,,0.0
file_quotation_char_none.csv,qwen3.5:0.8b,0.07254934310913086,2,2,3163,0,554,3717,,,,,0.0
file_mixed_time_formats_month_day_year.csv,qwen3.5:0.8b,0.06526350975036621,1,1,1114,0,78,1192,,,,,0.0
file_move_header_row8.csv,qwen3.5:0.8b,0.07582950592041016,2,2,3164,0,1101,4265,,,,,0.0
file_header_multirow_3.csv,qwen3.5:0.8b,0.06441116333007812,1,1,983,0,88,1071,,,,,0.0
file_more_columns_row_39_col_8.csv,qwen3.5:0.8b,0.07302641868591309,2,2,2641,0,2647,5288,,,,,0.0
file_mixed_delimiters_within_row_row_13_range_1_0x3B.csv,qwen3.5:0.8b,0.08338594436645508,2,2,2621,0,2667,5288,,,,,0.0
file_mixed_time_formats_iso_8601.csv,qwen3.5:0.8b,0.08047628402709961,2,2,3164,0,1039,4203,,,,,0.0
file_more_columns_row_9_col_6.csv,qwen3.5:0.8b,0.10671758651733398,2,2,2650,0,174,2824,,,,,0.0
file_no_trailing_newline.csv,qwen3.5:0.8b,0.0693047046661377,1,1,1114,0,78,1192,,,,,0.0
file_footnote_3.csv,qwen3.5:0.8b,0.13446307182312012,2,2,3494,0,367,3861,,,,,0.0
file_extremely_long_field_row_3_col_6_len_10000.csv,qwen3.5:0.8b,0.08768320083618164,1,1,2850,0,78,2928,,,,,0.0
file_num_columns_1000.csv,qwen3.5:0.8b,0.24126076698303223,1,1,2050,0,697,2747,,,,,0.0
file_whitespace_delimiter_cells_quoted_unpadded.csv,qwen3.5:0.8b,0.08049559593200684,2,2,3201,0,877,4078,,,,,0.0
file_more_columns_row_72_col_5.csv,qwen3.5:0.8b,0.08670425415039062,2,2,2630,0,2658,5288,,,,,0.0
file_mixed_time_formats_long_month_name.csv,qwen3.5:0.8b,0.09101152420043945,2,2,3167,0,1203,4370,,,,,0.0
combo__multiline_header_rows_3__footnote_2_blank_line.csv,qwen3.5:0.8b,0.09113526344299316,2,2,2992,0,1176,4168,,,,,0.0
file_commented_row_56.csv,qwen3.5:0.8b,0.07010841369628906,1,1,1114,0,78,1192,,,,,0.0
file_footnote_1.csv,qwen3.5:0.8b,0.08947420120239258,2,2,2816,0,132,2948,,,,,0.0
file_mixed_delimiters_whole_row_row_13_0x3B.csv,qwen3.5:0.8b,0.0853567123413086,2,2,2861,0,156,3017,,,,,0.0
file_mixed_time_formats_day_month_year.csv,qwen3.5:0.8b,0.07953715324401855,1,1,1114,0,78,1192,,,,,0.0
file_double_trailing_newline.csv,qwen3.5:0.8b,0.07067012786865234,1,1,1114,0,78,1192,,,,,0.0
file_one_data_row.csv,qwen3.5:0.8b,0.046534061431884766,1,1,411,0,88,499,,,,,0.0
file_num_columns_pad_randints_1000.csv,qwen3.5:0.8b,0.5538198947906494,1,1,2050,0,844,2894,,,,,0.0
file_header_multirow_2.csv,qwen3.5:0.8b,0.0911707878112793,2,2,3095,0,1393,4488,,,,,0.0
file_multiline_header_rows_3.csv,qwen3.5:0.8b,0.10165762901306152,2,2,2992,0,1308,4300,,,,,0.0
file_double_escaping_backslash_row_3_col_7.csv,qwen3.5:0.8b,0.13923239707946777,2,2,2699,0,181,2880,,,,,0.0
file_field_delimiter_0x3B.csv,qwen3.5:0.8b,0.051238298416137695,1,1,1127,0,95,1222,,,,,0.0
combo__row_quotation_mark_2_0x27__mixed_delimiters_within_row_row_2_range_3_0x3B.csv,qwen3.5:0.8b,0.1224219799041748,2,2,2697,0,209,2906,,,,,0.0
file_less_columns_deleted_value_row_45_col_7.csv,qwen3.5:0.8b,0.10902762413024902,2,2,2600,0,2688,5288,,,,,0.0
file_more_columns_row_79_col_7.csv,qwen3.5:0.8b,0.09376645088195801,2,2,2639,0,155,2794,,,,,0.0
file_commented_row_49.csv,qwen3.5:0.8b,0.07547473907470703,1,1,1114,0,78,1192,,,,,0.0
file_no_payload.csv,qwen3.5:0.8b,0.017104148864746094,1,1,310,0,37,347,,,,,0.0
file_header_only.csv,qwen3.5:0.8b,0.05398106575012207,1,1,331,0,88,419,,,,,0.0
file_superheader_sparse_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,qwen3.5:0.8b,0.07338547706604004,1,1,1033,0,73,1106,,,,,0.0
file_num_rows_50000_repeat_file.csv,qwen3.5:0.8b,4.14192271232605,1,1,1114,0,78,1192,,,,,0.0
combo__move_header_row5__preamble_2_raw_empty_row__footnote_2_blank_line.csv,qwen3.5:0.8b,0.08400845527648926,2,2,2920,0,923,3843,,,,,0.0
file_escape_char_0x00.csv,qwen3.5:0.8b,0.12354707717895508,2,2,3553,0,157,3710,,,,,0.0
file_record_delimiter_0xD.csv,qwen3.5:0.8b,0.0856778621673584,1,1,1114,0,78,1192,,,,,0.0
file_unquoted_lists_row_9_col_6.csv,qwen3.5:0.8b,0.11927294731140137,2,2,2720,0,183,2903,,,,,0.0
file_mixed_delimiters_within_row_row_13_range_3_0x3B.csv,qwen3.5:0.8b,0.09648728370666504,2,2,2701,0,259,2960,,,,,0.0
file_excel_formulas.csv,qwen3.5:0.8b,0.07884764671325684,1,1,1114,0,78,1192,,,,,0.0
file_record_delimiter_0xA.csv,qwen3.5:0.8b,0.08260273933410645,1,1,1114,0,78,1192,,,,,0.0
file_superheader_whitespace_aligned_columns_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,qwen3.5:0.8b,0.11644887924194336,2,2,3097,0,1342,4439,,,,,0.0
file_whitespace_delimiter_cells_quoted_padded.csv,qwen3.5:0.8b,0.10753536224365234,2,2,3268,0,817,4085,,,,,0.0
file_no_header.csv,qwen3.5:0.8b,0.10297226905822754,2,2,3227,0,1109,4336,,,,,0.0
row_quotation_mark_12_0x27.csv,qwen3.5:0.8b,0.08791208267211914,2,2,2658,0,242,2900,,,,,0.0
file_whitespace_delimiter_cells_quoted_empty_last_column_padded.csv,qwen3.5:0.8b,0.10811638832092285,2,2,3277,0,1040,4317,,,,,0.0
