filename,llm_hybrid_parser_gpt_5_4_duckdb_time_0
file_escape_char_0x00.csv,0.13430285453796387
file_escape_char_0x5C.csv,0.09919166564941406
file_field_delimiter_0x20.csv,0.13637042045593262
file_field_delimiter_0x2C_0x20.csv,0.10288143157958984
file_field_delimiter_0x3B.csv,0.09865188598632812
file_field_delimiter_0x9.csv,0.0962381362915039
file_header_multirow_3.csv,0.09303903579711914
file_quotation_char_0x27.csv,-0.8444728851318359
row_extra_quote3_col0.csv,0.13544845581054688
row_extra_quote3_col5.csv,0.13713645935058594
row_field_delimiter_34_0x20.csv,0.14209461212158203
row_field_delimiter_3_0x20.csv,0.14287137985229492
row_less_sep_row3_col1.csv,0.1387186050415039
row_less_sep_row3_col2.csv,0.14478540420532227
row_less_sep_row4_col4.csv,0.22050690650939941
row_more_sep_row19_col4.csv,0.1421053409576416
row_more_sep_row3_col0.csv,0.14233899116516113
