filename,llm_hybrid_parser_gpt_5_4_duckdb_time_0
row_extra_quote80_col1.csv,0.21542930603027344
row_less_sep_row57_col2.csv,0.14960646629333496
row_extra_quote57_col2.csv,0.1531670093536377
row_extra_quote33_col5.csv,0.15012645721435547
row_less_sep_row81_col5.csv,0.148651123046875
row_less_sep_row2_col7.csv,0.15154790878295898
row_less_sep_row67_col4.csv,0.15291810035705566
row_less_sep_row21_col4.csv,0.1474447250366211
row_more_sep_row17_col6.csv,0.14481472969055176
row_less_sep_row56_col2.csv,0.15193796157836914
row_more_sep_row57_col2.csv,0.14041924476623535
row_extra_quote14_col4.csv,0.1547551155090332
row_less_sep_row61_col6.csv,0.09913778305053711
row_extra_quote20_col6.csv,0.15056848526000977
row_extra_quote74_col3.csv,0.14452505111694336
row_extra_quote53_col7.csv,0.1524207592010498
row_less_sep_row34_col6.csv,0.14877891540527344
row_more_sep_row5_col3.csv,0.1425917148590088
row_more_sep_row10_col0.csv,0.1428077220916748
row_less_sep_row2_col2.csv,0.1464216709136963
row_more_sep_row61_col5.csv,0.14775919914245605
row_extra_quote12_col5.csv,0.1690664291381836
row_less_sep_row47_col2.csv,0.1482563018798828
row_more_sep_row13_col2.csv,0.14653444290161133
row_extra_quote41_col1.csv,0.14876341819763184
row_more_sep_row37_col5.csv,0.1432342529296875
row_extra_quote58_col4.csv,0.14939403533935547
row_extra_quote6_col8.csv,0.1512308120727539
row_more_sep_row2_col4.csv,0.142531156539917
row_more_sep_row76_col5.csv,0.14347553253173828
row_extra_quote75_col8.csv,0.14819645881652832
row_extra_quote16_col6.csv,0.14630985260009766
row_less_sep_row25_col7.csv,0.1535329818725586
row_extra_quote3_col1.csv,0.15066981315612793
row_less_sep_row44_col6.csv,0.14899492263793945
row_more_sep_row8_col5.csv,0.14470458030700684
row_more_sep_row31_col8.csv,0.1433112621307373
row_more_sep_row5_col6.csv,0.1429750919342041
row_extra_quote59_col8.csv,0.15006780624389648
row_less_sep_row41_col6.csv,0.1467287540435791
row_extra_quote53_col8.csv,0.14536285400390625
row_more_sep_row3_col1.csv,0.14445877075195312
row_more_sep_row81_col1.csv,0.14382076263427734
row_extra_quote44_col7.csv,0.14527249336242676
row_extra_quote41_col5.csv,0.15146756172180176
row_more_sep_row74_col5.csv,0.14438343048095703
row_more_sep_row28_col0.csv,0.14463162422180176
row_more_sep_row47_col5.csv,0.1478712558746338
row_more_sep_row44_col4.csv,0.14634132385253906
row_more_sep_row51_col6.csv,0.14330339431762695
row_more_sep_row32_col1.csv,0.14588689804077148
row_extra_quote46_col3.csv,0.15084052085876465
row_extra_quote56_col2.csv,0.1472775936126709
row_more_sep_row30_col6.csv,0.14429736137390137
row_less_sep_row69_col4.csv,0.15058016777038574
row_extra_quote0_col0.csv,0.1261119842529297
row_more_sep_row30_col2.csv,0.14340949058532715
row_more_sep_row14_col8.csv,0.1446077823638916
row_less_sep_row54_col2.csv,0.14896273612976074
row_less_sep_row31_col5.csv,0.1494309902191162
row_extra_quote30_col0.csv,0.15736770629882812
row_more_sep_row60_col1.csv,0.14679718017578125
row_extra_quote10_col3.csv,0.14731955528259277
