filename,univocity_time_0
"row_extra_quote80_col1.csv",0.053111057728528976
"row_less_sep_row57_col2.csv",0.007960543036460876
"row_extra_quote57_col2.csv",0.008118070662021637
"row_extra_quote33_col5.csv",0.006840195972472429
"row_less_sep_row81_col5.csv",0.008291525766253471
"row_less_sep_row2_col7.csv",0.007545860018581152
"row_less_sep_row67_col4.csv",0.007726529147475958
"row_less_sep_row21_col4.csv",0.0065086218528449535
"row_more_sep_row17_col6.csv",0.01676643081009388
"row_less_sep_row56_col2.csv",0.005503621883690357
"row_more_sep_row57_col2.csv",0.005681140813976526
"row_extra_quote14_col4.csv",0.005889637861400843
"row_less_sep_row61_col6.csv",0.005394468083977699
"row_extra_quote20_col6.csv",0.006509530823677778
"row_extra_quote74_col3.csv",0.006246211007237434
"row_extra_quote53_col7.csv",0.005058940965682268
"row_less_sep_row34_col6.csv",0.010919705033302307
"row_more_sep_row5_col3.csv",0.005327640101313591
"row_more_sep_row10_col0.csv",0.0052874148823320866
"row_less_sep_row2_col2.csv",0.006868936121463776
"row_more_sep_row61_col5.csv",0.005442379042506218
"row_extra_quote12_col5.csv",0.005747166927903891
"row_less_sep_row47_col2.csv",0.005638510920107365
"row_more_sep_row13_col2.csv",0.0051915328949689865
"row_extra_quote41_col1.csv",0.01071243081241846
"row_more_sep_row37_col5.csv",0.00605441490188241
"row_extra_quote58_col4.csv",0.005648590158671141
"row_extra_quote6_col8.csv",0.0057900529354810715
"row_more_sep_row2_col4.csv",0.005828916095197201
"row_more_sep_row76_col5.csv",0.006939670071005821
"row_extra_quote75_col8.csv",0.006478157825767994
"row_extra_quote16_col6.csv",0.006147474981844425
"row_less_sep_row25_col7.csv",0.010900421068072319
"row_extra_quote3_col1.csv",0.005678326822817326
"row_less_sep_row44_col6.csv",0.005227440968155861
"row_more_sep_row8_col5.csv",0.005755282938480377
"row_more_sep_row31_col8.csv",0.005519805010408163
"row_more_sep_row5_col6.csv",0.005773582030087709
"row_extra_quote59_col8.csv",0.0054637352004647255
"row_less_sep_row41_col6.csv",0.005287424195557833
"row_extra_quote53_col8.csv",0.011273329146206379
"row_more_sep_row3_col1.csv",0.0048626139760017395
"row_more_sep_row81_col1.csv",0.005102778784930706
"row_extra_quote44_col7.csv",0.0049401260912418365
"row_extra_quote41_col5.csv",0.004936689045280218
"row_more_sep_row74_col5.csv",0.005477455910295248
"row_more_sep_row28_col0.csv",0.004862198140472174
"row_more_sep_row47_col5.csv",0.005267020780593157
"row_more_sep_row44_col4.csv",0.0050558289512991905
"row_more_sep_row51_col6.csv",0.006211016792804003
"row_more_sep_row32_col1.csv",0.0119562316685915
"row_extra_quote46_col3.csv",0.00543961301445961
"row_extra_quote56_col2.csv",0.0051031578332185745
"row_more_sep_row30_col6.csv",0.004202081821858883
"row_less_sep_row69_col4.csv",0.00473389495164156
"row_extra_quote0_col0.csv",0.00443676020950079
"row_more_sep_row30_col2.csv",0.004349259193986654
"row_more_sep_row14_col8.csv",0.004990831017494202
"row_less_sep_row54_col2.csv",0.004393628798425198
"row_less_sep_row31_col5.csv",0.004254123196005821
"row_extra_quote30_col0.csv",0.010554577223956585
"row_more_sep_row60_col1.csv",0.00527340779080987
"row_extra_quote10_col3.csv",0.004992926027625799
"row_less_sep_row6_col5.csv",0.005077837035059929
"row_less_sep_row39_col2.csv",0.0044460417702794075
"row_less_sep_row46_col8.csv",0.004694479051977396
"row_extra_quote76_col5.csv",0.004975903779268265
"row_extra_quote31_col8.csv",0.005020958837121725
"row_extra_quote56_col8.csv",0.004447300918400288
"row_less_sep_row48_col7.csv",0.004510180093348026
"row_more_sep_row8_col2.csv",0.020796887576580048
"row_less_sep_row83_col8.csv",0.005216921214014292
"row_more_sep_row68_col3.csv",0.004773623775690794
"row_more_sep_row0_col7.csv",0.012158750556409359
"row_less_sep_row79_col2.csv",0.007191533222794533
"row_less_sep_row4_col7.csv",0.006647215224802494
"row_more_sep_row80_col1.csv",0.008315395563840866
"row_less_sep_row13_col5.csv",0.011636514216661453
"row_more_sep_row22_col3.csv",0.009153475984930992
"row_less_sep_row58_col2.csv",0.007600151002407074
"row_more_sep_row43_col5.csv",0.025661030784249306
"row_extra_quote37_col0.csv",0.010551640763878822
"row_extra_quote17_col1.csv",0.015211840160191059
"row_extra_quote38_col0.csv",0.012154021300375462
"row_less_sep_row37_col6.csv",0.009910788387060165
"row_extra_quote16_col8.csv",0.005387313198298216
"row_less_sep_row15_col5.csv",0.004991188179701567
"row_less_sep_row15_col1.csv",0.005022853147238493
"row_less_sep_row67_col5.csv",0.005246685817837715
"row_less_sep_row12_col8.csv",0.0049852412194013596
"row_extra_quote45_col8.csv",0.0052726538851857185
"row_field_delimiter_29_0x20.csv",0.005755736958235502
"row_field_delimiter_67_0x20.csv",0.0058141350746154785
"row_less_sep_row53_col6.csv",0.015185071155428886
"row_more_sep_row60_col0.csv",0.0041178432293236256
"row_extra_quote70_col8.csv",0.004761597141623497
"row_extra_quote22_col6.csv",0.004159123171120882
"row_extra_quote20_col5.csv",0.006982671096920967
"row_less_sep_row68_col3.csv",0.006197867915034294
"row_less_sep_row59_col7.csv",0.004922823049128056
"row_more_sep_row77_col2.csv",0.00517598120495677
"row_more_sep_row82_col4.csv",0.0045847101137042046
"row_more_sep_row61_col4.csv",0.004630337003618479
"row_less_sep_row54_col1.csv",0.004094189964234829
"row_extra_quote56_col4.csv",0.0044067841954529285
"row_more_sep_row33_col3.csv",0.0050848121754825115
"row_extra_quote57_col6.csv",0.012096998281776905
"row_more_sep_row19_col0.csv",0.004071232862770557
"row_more_sep_row23_col6.csv",0.004842734895646572
"row_less_sep_row21_col2.csv",0.004588499199599028
"row_more_sep_row66_col5.csv",0.00474950298666954
"row_extra_quote5_col2.csv",0.0044634961523115635
"row_less_sep_row4_col2.csv",0.0045844451524317265
"row_less_sep_row10_col1.csv",0.005239152815192938
"row_extra_quote1_col3.csv",0.004268609918653965
"row_extra_quote69_col3.csv",0.005402022041380405
"row_more_sep_row38_col8.csv",0.00505575118586421
"row_extra_quote32_col8.csv",0.005902227945625782
"row_extra_quote58_col3.csv",0.004408413078635931
