filename,mysql_time_0
row_extra_quote80_col1.csv,0.10541963577270508
row_less_sep_row57_col2.csv,0.07161378860473633
row_extra_quote57_col2.csv,0.06370067596435547
row_extra_quote33_col5.csv,0.06907868385314941
row_less_sep_row81_col5.csv,0.09450674057006836
row_less_sep_row2_col7.csv,0.08732342720031738
row_less_sep_row67_col4.csv,0.06278324127197266
row_less_sep_row21_col4.csv,0.08520030975341797
row_more_sep_row17_col6.csv,0.08487772941589355
row_less_sep_row56_col2.csv,0.09775519371032715
row_more_sep_row57_col2.csv,0.09147310256958008
row_extra_quote14_col4.csv,0.06331157684326172
row_less_sep_row61_col6.csv,0.061128854751586914
row_extra_quote20_col6.csv,0.06387901306152344
row_extra_quote74_col3.csv,0.06507325172424316
row_extra_quote53_col7.csv,0.06468605995178223
row_less_sep_row34_col6.csv,0.08849644660949707
row_more_sep_row5_col3.csv,0.08047223091125488
row_more_sep_row10_col0.csv,0.09538888931274414
row_less_sep_row2_col2.csv,0.05679917335510254
row_more_sep_row61_col5.csv,0.06082582473754883
row_extra_quote12_col5.csv,0.09178423881530762
row_less_sep_row47_col2.csv,0.08656668663024902
row_more_sep_row13_col2.csv,0.06351399421691895
row_extra_quote41_col1.csv,0.07741451263427734
row_more_sep_row37_col5.csv,0.0630044937133789
row_extra_quote58_col4.csv,0.06673383712768555
row_extra_quote6_col8.csv,0.06902456283569336
row_more_sep_row2_col4.csv,0.06460261344909668
row_more_sep_row76_col5.csv,0.06305623054504395
row_extra_quote75_col8.csv,0.07886672019958496
row_extra_quote16_col6.csv,0.09643077850341797
row_less_sep_row25_col7.csv,0.0642404556274414
row_extra_quote3_col1.csv,0.05476117134094238
row_less_sep_row44_col6.csv,0.09660553932189941
row_more_sep_row8_col5.csv,0.06872844696044922
row_more_sep_row31_col8.csv,0.07131743431091309
row_more_sep_row5_col6.csv,0.07536196708679199
row_extra_quote59_col8.csv,0.06805539131164551
row_less_sep_row41_col6.csv,0.0676422119140625
row_extra_quote53_col8.csv,0.06216716766357422
row_more_sep_row3_col1.csv,0.09696483612060547
row_more_sep_row81_col1.csv,0.0688331127166748
row_extra_quote44_col7.csv,0.09280872344970703
row_extra_quote41_col5.csv,0.0606687068939209
row_more_sep_row74_col5.csv,0.06665825843811035
row_more_sep_row28_col0.csv,0.06677770614624023
row_more_sep_row47_col5.csv,0.06504631042480469
row_more_sep_row44_col4.csv,0.06101846694946289
row_more_sep_row51_col6.csv,0.06441545486450195
row_more_sep_row32_col1.csv,0.06226968765258789
row_extra_quote46_col3.csv,0.05957508087158203
row_extra_quote56_col2.csv,0.06403517723083496
row_more_sep_row30_col6.csv,0.0675973892211914
row_less_sep_row69_col4.csv,0.061994314193725586
row_extra_quote0_col0.csv,0.07514166831970215
row_more_sep_row30_col2.csv,0.08411669731140137
row_more_sep_row14_col8.csv,0.059827327728271484
row_less_sep_row54_col2.csv,0.06394410133361816
row_less_sep_row31_col5.csv,0.09034466743469238
row_extra_quote30_col0.csv,0.06772518157958984
row_more_sep_row60_col1.csv,0.06118416786193848
row_extra_quote10_col3.csv,0.06308579444885254
row_less_sep_row6_col5.csv,0.06893563270568848
row_less_sep_row39_col2.csv,0.06485867500305176
row_less_sep_row46_col8.csv,0.06397366523742676
row_extra_quote76_col5.csv,0.06015729904174805
row_extra_quote31_col8.csv,0.06134796142578125
row_extra_quote56_col8.csv,0.06040024757385254
row_less_sep_row48_col7.csv,0.06441736221313477
row_more_sep_row8_col2.csv,0.06394243240356445
row_less_sep_row83_col8.csv,0.05990886688232422
