file,duckdbparse_success,duckdbparse_header_precision,duckdbparse_header_recall,duckdbparse_header_f1,duckdbparse_record_precision,duckdbparse_record_recall,duckdbparse_record_f1,duckdbparse_cell_precision,duckdbparse_cell_recall,duckdbparse_cell_f1
unicode_bom_utf8.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_bom_utf8_doubled.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_bom_utf16le_in_utf8.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_bom_utf16be_in_utf8.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_bom_utf32be.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_bom_utf32le.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_bom_midfile.csv,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9986772486772487,0.9986772486772487,0.9986772486772487
unicode_record_delim_nel.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
unicode_record_delim_ls.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
unicode_record_delim_ps.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
unicode_smart_double_quotes.csv,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unicode_smart_single_quotes.csv,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unicode_zwsp_in_header.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_rlm_lrm_marks.csv,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unicode_utf16le_file.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.12169312169312169,0.060486522024983565,0.08080808080808081
unicode_utf16be_file.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.12169312169312169,0.06084656084656084,0.08112874779541446
unicode_mixed_header_utf16_body_utf8.csv,1,1.0,1.0,1.0,1.0,0.9880952380952381,0.9940119760479043,0.9986772486772487,0.9869281045751634,0.9927679158448389
unicode_invalid_utf8_bytes.csv,1,1.0,1.0,1.0,0.963855421686747,1.0,0.9815950920245399,0.9642857142857143,1.0,0.9818181818181818
unicode_lone_surrogate.csv,1,1.0,1.0,1.0,0.9879518072289156,1.0,0.993939393939394,0.9880952380952381,1.0,0.9940119760479043
unicode_overlong_utf8.csv,1,1.0,1.0,1.0,0.9879518072289156,1.0,0.993939393939394,0.9880952380952381,1.0,0.9940119760479043
unicode_embedded_nul.csv,1,1.0,1.0,1.0,0.963855421686747,0.963855421686747,0.963855421686747,0.996031746031746,0.996031746031746,0.996031746031746
unicode_nbsp_field_delim.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_ideographic_space_delim.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_mixed_smart_ascii_quotes.csv,1,1.0,1.0,1.0,0.4939759036144578,0.4939759036144578,0.4939759036144578,0.8227513227513228,0.8227513227513228,0.8227513227513228
unicode_bom_plus_smart_quotes.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_bom_with_nel.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
unicode_bom_with_ps.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
unicode_multiple_boms_scattered.csv,1,1.0,1.0,1.0,0.9879518072289156,0.9761904761904762,0.9820359281437125,0.9986772486772487,0.9869281045751634,0.9927679158448389
unicode_smart_quotes_invalid_utf8.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.6349206349206349,0.642570281124498,0.6387225548902196
unicode_invalid_utf8_in_quoted_field.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_zwsp_around_every_delim.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,0.011904761904761904,0.011904761904761904
unicode_ls_no_terminator.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
unicode_mixed_line_endings.csv,1,1.0,1.0,1.0,0.39759036144578314,0.66,0.4962406015037595,0.5846560846560847,0.9629629629629629,0.7275720164609054
unicode_crlf_to_lf_with_bom.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unicode_bom_with_embedded_nul.csv,1,1.0,1.0,1.0,0.963855421686747,0.963855421686747,0.963855421686747,0.996031746031746,0.996031746031746,0.996031746031746
unicode_fffd_everywhere.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.4748677248677249,0.539039039039039,0.5049226441631505
