x,Load,Objective Value,Valid?,ReturnCode,CompTime
Org,1,1,1,1,1
Org_kmax_kmin,1,1,1,1,1
Dim.  1,1,1,1,1,1
Dim.  2,1,1,1,1,1
Dim.  3,1,1,1,1,1
Dim.  4,1,1,1,1,1
Dim.  5,1,1,1,1,1
Dim.  6,1,1,1,1,1
Dim.  7,1,1,1,1,1
Dim.  8,1,1,0,1,1
Dim.  9,1,1,1,1,1
Dim.  10,1,1,0,1,1
Dim.  11,1,1,1,1,1
Dim.  12,1,1,1,1,1
Dim.  13,NA,NA,NA,NA,NA
