filename,llm_hybrid_parser_gpt_5_4_clevercsv_special_prompt_time_0
file_double_trailing_newline.csv,0.100560188293457
file_escape_char_0x00.csv,0.159801959991455
file_escape_char_0x5C.csv,0.1007981300354003
file_field_delimiter_0x20.csv,0.1618375778198242
file_field_delimiter_0x2C_0x20.csv,0.1064329147338867
file_field_delimiter_0x3B.csv,0.1003086566925048
file_field_delimiter_0x9.csv,0.1049377918243408
file_header_multirow_2.csv,1.8868703842163088
file_header_multirow_3.csv,0.1036374568939209
file_header_only.csv,1.35718035697937
file_multitable_less.csv,31.53447532653809
file_multitable_more.csv,32.22680044174194
file_multitable_same.csv,0.1320235729217529
file_no_header.csv,1.803372859954834
file_no_payload.csv,1.4563162326812744
file_no_trailing_newline.csv,0.0960679054260253
file_one_data_row.csv,1.2824225425720217
file_preamble.csv,0.6918609142303467
file_quotation_char_0x27.csv,3.5117969512939453
file_record_delimiter_0xA.csv,0.099045991897583
file_record_delimiter_0xD.csv,0.0941765308380127
row_extra_quote0_col0.csv,1.3863773345947266
row_extra_quote0_col1.csv,1.5703089237213137
row_extra_quote0_col2.csv,0.1234650611877441
row_extra_quote0_col3.csv,1.3691375255584717
row_extra_quote0_col4.csv,1.4745230674743652
row_extra_quote0_col5.csv,1.5949409008026123
row_extra_quote0_col6.csv,1.364776849746704
row_extra_quote0_col7.csv,1.5225274562835691
row_extra_quote0_col8.csv,1.640155553817749
row_extra_quote10_col0.csv,1.6794898509979248
row_extra_quote10_col1.csv,2.0778965950012207
row_extra_quote10_col2.csv,1.469071388244629
row_extra_quote10_col3.csv,1.9243485927581787
row_extra_quote10_col4.csv,1.626668930053711
row_extra_quote10_col5.csv,1.9618401527404783
row_extra_quote10_col6.csv,-2.0426042079925537
row_extra_quote10_col7.csv,1.630368947982788
row_extra_quote10_col8.csv,1.5713887214660645
row_extra_quote11_col0.csv,1.6482863426208496
row_extra_quote11_col1.csv,1.7888083457946775
row_extra_quote11_col2.csv,1.5239498615264893
row_extra_quote11_col3.csv,2.037595510482788
row_extra_quote11_col4.csv,2.761732816696167
row_extra_quote11_col5.csv,1.7829887866973877
row_extra_quote11_col6.csv,1.7514777183532717
row_extra_quote11_col7.csv,1.778181076049805
row_extra_quote11_col8.csv,-0.4499433040618896
row_extra_quote12_col0.csv,1.539078950881958
row_extra_quote12_col1.csv,1.6269357204437256
row_extra_quote12_col2.csv,1.7340257167816162
row_extra_quote12_col3.csv,2.752911329269409
row_extra_quote12_col4.csv,2.180523157119751
row_extra_quote12_col5.csv,2.090095996856689
row_extra_quote12_col6.csv,1.5653164386749268
row_extra_quote12_col7.csv,1.7557713985443115
row_extra_quote12_col8.csv,2.187291145324707
row_extra_quote13_col0.csv,1.830429553985596
row_extra_quote13_col1.csv,1.5093727111816406
row_extra_quote13_col2.csv,1.6231656074523926
row_extra_quote13_col3.csv,2.3721015453338623
row_extra_quote13_col4.csv,1.6133208274841309
row_extra_quote13_col5.csv,2.357512950897217
row_extra_quote13_col6.csv,1.620056390762329
row_extra_quote13_col7.csv,1.6093933582305908
row_extra_quote13_col8.csv,2.301866292953491
row_extra_quote14_col0.csv,1.7649495601654053
row_extra_quote14_col1.csv,1.5589923858642578
row_extra_quote14_col2.csv,1.4876062870025637
row_extra_quote14_col3.csv,1.6054260730743408
row_extra_quote14_col4.csv,2.020634651184082
row_extra_quote14_col5.csv,2.2894113063812256
row_extra_quote14_col6.csv,1.7191362380981443
row_extra_quote14_col7.csv,1.7867708206176758
row_extra_quote14_col8.csv,2.20581579208374
row_extra_quote15_col0.csv,1.5677220821380615
row_extra_quote15_col1.csv,0.9764063358306884
row_extra_quote15_col2.csv,1.6438915729522705
row_extra_quote15_col3.csv,1.7447471618652344
row_extra_quote15_col4.csv,1.6909048557281494
row_extra_quote15_col5.csv,1.6799211502075195
row_extra_quote15_col6.csv,2.108412265777588
row_extra_quote15_col7.csv,2.120640993118286
row_extra_quote15_col8.csv,3.431798458099365
row_extra_quote16_col0.csv,1.63063645362854
row_extra_quote16_col1.csv,1.6195018291473389
row_extra_quote16_col2.csv,1.6838130950927734
row_extra_quote16_col3.csv,2.122173547744751
row_extra_quote16_col4.csv,1.6941814422607422
row_extra_quote16_col5.csv,1.9936168193817136
row_extra_quote16_col6.csv,0.4429945945739746
row_extra_quote16_col7.csv,2.1830835342407227
row_extra_quote16_col8.csv,2.110299587249756
row_extra_quote17_col0.csv,1.9641876220703125
row_extra_quote17_col1.csv,1.7275822162628174
row_extra_quote17_col2.csv,1.4813876152038574
row_extra_quote17_col3.csv,1.508389234542847
row_extra_quote17_col4.csv,1.7990803718566897
row_extra_quote17_col5.csv,0.9523136615753174
row_extra_quote17_col6.csv,1.4820826053619385
row_extra_quote17_col7.csv,2.5143675804138184
row_extra_quote17_col8.csv,2.47968864440918
row_extra_quote18_col0.csv,1.908482551574707
row_extra_quote18_col1.csv,1.5198183059692385
row_extra_quote18_col2.csv,1.5493741035461426
row_extra_quote18_col3.csv,1.5994579792022705
row_extra_quote18_col4.csv,-0.7433502674102783
row_extra_quote18_col5.csv,1.6203670501708984
row_extra_quote18_col6.csv,1.8964691162109373
row_extra_quote18_col7.csv,1.8145980834960933
row_extra_quote18_col8.csv,2.359166383743286
row_extra_quote19_col0.csv,1.6794092655181885
row_extra_quote19_col1.csv,0.203942060470581
row_extra_quote19_col2.csv,1.944239616394043
row_extra_quote19_col3.csv,2.039287805557251
row_extra_quote19_col4.csv,2.0404052734375
row_extra_quote19_col5.csv,2.092653274536133
row_extra_quote19_col6.csv,2.067986249923706
row_extra_quote19_col7.csv,2.180748462677002
row_extra_quote19_col8.csv,5.048984050750732
row_extra_quote1_col0.csv,0.4932126998901367
row_extra_quote1_col1.csv,3.003939628601074
row_extra_quote1_col2.csv,2.966996669769287
row_extra_quote1_col3.csv,3.3761231899261475
row_extra_quote1_col4.csv,3.0774121284484863
row_extra_quote1_col5.csv,3.4595327377319336
row_extra_quote1_col6.csv,3.249457597732544
row_extra_quote1_col7.csv,3.0821096897125244
row_extra_quote1_col8.csv,4.716666460037232
row_extra_quote20_col0.csv,1.7704243659973145
