filename,libreoffice_time_0
row_extra_quote80_col1.csv,7.341090679168701
row_less_sep_row57_col2.csv,4.930694341659546
row_extra_quote57_col2.csv,4.742109060287476
row_extra_quote33_col5.csv,4.585249423980713
row_less_sep_row81_col5.csv,4.756798267364502
row_less_sep_row2_col7.csv,4.6101462841033936
row_less_sep_row67_col4.csv,2.3907508850097656
row_less_sep_row21_col4.csv,4.561459302902222
row_more_sep_row17_col6.csv,4.620026350021362
row_less_sep_row56_col2.csv,4.3544228076934814
row_more_sep_row57_col2.csv,4.33402156829834
row_extra_quote14_col4.csv,4.460648059844971
row_less_sep_row61_col6.csv,2.10184645652771
row_extra_quote20_col6.csv,4.515379905700684
row_extra_quote74_col3.csv,4.413687705993652
row_extra_quote53_col7.csv,4.363742828369141
row_less_sep_row34_col6.csv,4.605970859527588
row_more_sep_row5_col3.csv,4.497130632400513
row_more_sep_row10_col0.csv,4.586355686187744
row_less_sep_row2_col2.csv,2.1423349380493164
row_more_sep_row61_col5.csv,4.499684572219849
row_extra_quote12_col5.csv,4.427445888519287
row_less_sep_row47_col2.csv,4.387732267379761
row_more_sep_row13_col2.csv,4.525494813919067
row_extra_quote41_col1.csv,4.503746032714844
row_more_sep_row37_col5.csv,2.474039077758789
row_extra_quote58_col4.csv,4.409364700317383
row_extra_quote6_col8.csv,4.412176609039307
row_more_sep_row2_col4.csv,4.6166088581085205
row_more_sep_row76_col5.csv,4.401338815689087
row_extra_quote75_col8.csv,4.558884143829346
row_extra_quote16_col6.csv,4.416205406188965
row_less_sep_row25_col7.csv,2.2081642150878906
row_extra_quote3_col1.csv,4.427377462387085
row_less_sep_row44_col6.csv,4.400790691375732
row_more_sep_row8_col5.csv,4.503652095794678
row_more_sep_row31_col8.csv,4.561916351318359
row_more_sep_row5_col6.csv,4.7149176597595215
row_extra_quote59_col8.csv,4.566225290298462
row_less_sep_row41_col6.csv,2.157351493835449
row_extra_quote53_col8.csv,4.616334438323975
row_more_sep_row3_col1.csv,4.489975452423096
row_more_sep_row81_col1.csv,4.633664131164551
row_extra_quote44_col7.csv,4.459277868270874
row_extra_quote41_col5.csv,4.587836265563965
row_more_sep_row74_col5.csv,2.3074824810028076
row_more_sep_row28_col0.csv,4.4758141040802
row_more_sep_row47_col5.csv,4.597789764404297
row_more_sep_row44_col4.csv,4.437390089035034
row_more_sep_row51_col6.csv,4.563322067260742
row_more_sep_row32_col1.csv,4.530364513397217
row_extra_quote46_col3.csv,4.493109941482544
row_extra_quote56_col2.csv,2.278163194656372
row_more_sep_row30_col6.csv,4.428158760070801
row_less_sep_row69_col4.csv,4.64373254776001
row_extra_quote0_col0.csv,4.46848726272583
row_more_sep_row30_col2.csv,4.539529085159302
row_more_sep_row14_col8.csv,4.521467447280884
row_less_sep_row54_col2.csv,4.434927940368652
row_less_sep_row31_col5.csv,2.3808393478393555
row_extra_quote30_col0.csv,4.48619818687439
row_more_sep_row60_col1.csv,4.581111907958984
row_extra_quote10_col3.csv,4.51896858215332
row_less_sep_row6_col5.csv,4.6200597286224365
row_less_sep_row39_col2.csv,4.513853073120117
row_less_sep_row46_col8.csv,2.5947580337524414
row_extra_quote76_col5.csv,4.886235475540161
row_extra_quote31_col8.csv,4.852644681930542
row_extra_quote56_col8.csv,4.779338598251343
row_less_sep_row48_col7.csv,4.515800952911377
row_more_sep_row8_col2.csv,4.636345148086548
row_less_sep_row83_col8.csv,4.605470657348633
row_more_sep_row68_col3.csv,2.263559579849243
row_more_sep_row0_col7.csv,4.950017929077148
row_less_sep_row79_col2.csv,4.482756853103638
row_less_sep_row4_col7.csv,4.728623628616333
row_more_sep_row80_col1.csv,4.601238012313843
row_less_sep_row13_col5.csv,4.7380030155181885
row_more_sep_row22_col3.csv,2.386592388153076
row_less_sep_row58_col2.csv,4.734748363494873
row_more_sep_row43_col5.csv,4.7764341831207275
row_extra_quote37_col0.csv,4.565908432006836
row_extra_quote17_col1.csv,4.686956882476807
row_extra_quote38_col0.csv,4.431289434432983
row_less_sep_row37_col6.csv,2.2228331565856934
row_extra_quote16_col8.csv,4.4290688037872314
row_less_sep_row15_col5.csv,4.4449241161346436
row_less_sep_row15_col1.csv,4.59672212600708
row_less_sep_row67_col5.csv,4.423786878585815
row_less_sep_row12_col8.csv,4.536906957626343
row_extra_quote45_col8.csv,4.433120965957642
row_field_delimiter_29_0x20.csv,2.156964063644409
row_field_delimiter_67_0x20.csv,4.55867338180542
row_less_sep_row53_col6.csv,4.410031318664551
row_more_sep_row60_col0.csv,4.544159650802612
row_extra_quote70_col8.csv,4.458348035812378
row_extra_quote22_col6.csv,4.4962310791015625
row_extra_quote20_col5.csv,4.44948935508728
row_less_sep_row68_col3.csv,2.150452136993408
row_less_sep_row59_col7.csv,4.5309157371521
row_more_sep_row77_col2.csv,4.433742523193359
row_more_sep_row82_col4.csv,4.563976287841797
row_more_sep_row61_col4.csv,4.605707883834839
row_less_sep_row54_col1.csv,4.5780744552612305
row_extra_quote56_col4.csv,2.5181777477264404
row_more_sep_row33_col3.csv,4.48162317276001
row_extra_quote57_col6.csv,4.676213979721069
row_more_sep_row19_col0.csv,4.4821600914001465
row_more_sep_row23_col6.csv,4.7122273445129395
row_less_sep_row21_col2.csv,4.72108793258667
row_more_sep_row66_col5.csv,4.611449241638184
row_extra_quote5_col2.csv,2.3601651191711426
row_less_sep_row4_col2.csv,4.430202007293701
row_less_sep_row10_col1.csv,4.650301694869995
row_extra_quote1_col3.csv,4.524709463119507
row_extra_quote69_col3.csv,4.6787800788879395
row_more_sep_row38_col8.csv,4.567129373550415
row_extra_quote32_col8.csv,2.177145481109619
row_extra_quote58_col3.csv,4.727081775665283
row_extra_quote79_col0.csv,4.7236082553863525
row_extra_quote68_col2.csv,4.747522354125977
row_more_sep_row80_col5.csv,4.523893594741821
row_extra_quote33_col8.csv,4.584196329116821
row_less_sep_row37_col7.csv,4.564361095428467
row_field_delimiter_38_0x20.csv,2.210630416870117
row_field_delimiter_5_0x20.csv,4.650435447692871
row_extra_quote32_col1.csv,4.604281663894653
row_more_sep_row81_col2.csv,4.913829326629639
row_more_sep_row21_col5.csv,4.741470575332642
row_extra_quote41_col0.csv,4.627742290496826
row_less_sep_row30_col8.csv,2.227902412414551
row_less_sep_row74_col3.csv,4.615640163421631
row_more_sep_row53_col6.csv,4.763403415679932
row_less_sep_row9_col5.csv,4.677542448043823
row_extra_quote34_col4.csv,4.7270894050598145
row_more_sep_row68_col5.csv,4.596788644790649
row_extra_quote71_col6.csv,4.591334342956543
row_extra_quote9_col6.csv,2.2604081630706787
row_more_sep_row80_col8.csv,4.474622488021851
row_more_sep_row4_col6.csv,4.8679986000061035
row_extra_quote61_col3.csv,4.560424327850342
row_less_sep_row4_col4.csv,4.698227882385254
row_more_sep_row67_col8.csv,4.44682240486145
row_more_sep_row61_col8.csv,2.296844244003296
row_more_sep_row47_col2.csv,4.596469879150391
row_field_delimiter_21_0x20.csv,4.572580814361572
row_extra_quote28_col7.csv,4.87639307975769
row_less_sep_row36_col4.csv,4.748492240905762
row_extra_quote36_col7.csv,4.892587423324585
row_more_sep_row82_col8.csv,4.518086671829224
row_more_sep_row9_col7.csv,2.4535610675811768
row_extra_quote7_col5.csv,4.567972421646118
row_more_sep_row31_col3.csv,4.436825752258301
row_less_sep_row28_col8.csv,4.592771530151367
row_less_sep_row65_col2.csv,4.538351535797119
row_more_sep_row34_col4.csv,4.7506794929504395
row_less_sep_row23_col4.csv,2.2458624839782715
row_more_sep_row66_col0.csv,4.74022102355957
row_less_sep_row15_col7.csv,4.596647262573242
row_less_sep_row18_col5.csv,4.578769207000732
row_field_delimiter_55_0x20.csv,4.716219902038574
row_less_sep_row56_col6.csv,4.554955244064331
row_field_delimiter_22_0x20.csv,4.912375211715698
row_less_sep_row36_col3.csv,2.3037099838256836
row_less_sep_row3_col5.csv,4.695098876953125
row_more_sep_row10_col7.csv,5.012258768081665
row_extra_quote63_col8.csv,4.81734299659729
row_less_sep_row82_col5.csv,4.55310320854187
row_less_sep_row19_col4.csv,4.666399955749512
row_more_sep_row79_col5.csv,2.450648546218872
row_extra_quote79_col8.csv,4.726297378540039
row_less_sep_row49_col7.csv,4.780775547027588
row_extra_quote30_col3.csv,4.686547517776489
row_less_sep_row5_col1.csv,5.222884654998779
row_less_sep_row76_col1.csv,4.811868667602539
row_more_sep_row80_col7.csv,2.346558094024658
row_less_sep_row75_col6.csv,4.853283405303955
row_more_sep_row64_col5.csv,4.612307786941528
row_extra_quote23_col5.csv,4.777808427810669
row_more_sep_row11_col0.csv,4.657291889190674
row_more_sep_row30_col7.csv,4.986256122589111
row_less_sep_row82_col8.csv,2.4382107257843018
row_less_sep_row33_col2.csv,4.691796779632568
row_extra_quote46_col5.csv,4.582124471664429
row_field_delimiter_44_0x20.csv,4.730361461639404
row_less_sep_row69_col1.csv,4.6999688148498535
row_extra_quote4_col3.csv,4.645554304122925
row_more_sep_row69_col2.csv,4.933409929275513
row_more_sep_row45_col8.csv,2.3644165992736816
row_field_delimiter_1_0x20.csv,4.661286115646362
row_more_sep_row50_col5.csv,4.522642135620117
row_less_sep_row16_col3.csv,4.543614864349365
row_more_sep_row28_col1.csv,4.654386520385742
row_more_sep_row82_col0.csv,4.673433780670166
row_less_sep_row22_col5.csv,2.4408867359161377
row_less_sep_row51_col5.csv,4.56726598739624
row_extra_quote83_col7.csv,4.953963994979858
