filename,mariadb_time_0
row_extra_quote80_col1.csv,0.055001258850097656
row_less_sep_row57_col2.csv,0.028215646743774414
row_extra_quote57_col2.csv,0.027240276336669922
row_extra_quote33_col5.csv,0.02824854850769043
row_less_sep_row81_col5.csv,0.035410404205322266
row_less_sep_row2_col7.csv,0.027043819427490234
row_less_sep_row67_col4.csv,0.029001712799072266
row_less_sep_row21_col4.csv,0.02713799476623535
row_more_sep_row17_col6.csv,0.029954195022583008
row_less_sep_row56_col2.csv,0.028113126754760742
row_more_sep_row57_col2.csv,0.03126955032348633
row_extra_quote14_col4.csv,0.027092695236206055
row_less_sep_row61_col6.csv,0.032495975494384766
row_extra_quote20_col6.csv,0.02677464485168457
row_extra_quote74_col3.csv,0.029169797897338867
row_extra_quote53_col7.csv,0.029926061630249023
row_less_sep_row34_col6.csv,0.03322410583496094
row_more_sep_row5_col3.csv,0.0337071418762207
row_more_sep_row10_col0.csv,0.024850130081176758
row_less_sep_row2_col2.csv,0.030210494995117188
row_more_sep_row61_col5.csv,0.029799222946166992
row_extra_quote12_col5.csv,0.026453256607055664
row_less_sep_row47_col2.csv,0.02719593048095703
row_more_sep_row13_col2.csv,0.0290677547454834
row_extra_quote41_col1.csv,0.027073144912719727
row_more_sep_row37_col5.csv,0.02541518211364746
row_extra_quote58_col4.csv,0.026435375213623047
row_extra_quote6_col8.csv,0.027350187301635742
row_more_sep_row2_col4.csv,0.025079727172851562
row_more_sep_row76_col5.csv,0.025961637496948242
row_extra_quote75_col8.csv,0.027457714080810547
row_extra_quote16_col6.csv,0.02548074722290039
row_less_sep_row25_col7.csv,0.02692580223083496
row_extra_quote3_col1.csv,0.024388551712036133
row_less_sep_row44_col6.csv,0.029477596282958984
row_more_sep_row8_col5.csv,0.029310226440429688
row_more_sep_row31_col8.csv,0.026232004165649414
row_more_sep_row5_col6.csv,0.027708768844604492
row_extra_quote59_col8.csv,0.029040098190307617
row_less_sep_row41_col6.csv,0.02948617935180664
row_extra_quote53_col8.csv,0.028498411178588867
row_more_sep_row3_col1.csv,0.02754998207092285
row_more_sep_row81_col1.csv,0.03081822395324707
row_extra_quote44_col7.csv,0.0323486328125
row_extra_quote41_col5.csv,0.0325624942779541
row_more_sep_row74_col5.csv,0.045357704162597656
row_more_sep_row28_col0.csv,0.03707289695739746
row_more_sep_row47_col5.csv,0.035347700119018555
row_more_sep_row44_col4.csv,0.05055093765258789
row_more_sep_row51_col6.csv,0.02711772918701172
row_more_sep_row32_col1.csv,0.027596235275268555
row_extra_quote46_col3.csv,0.027614593505859375
row_extra_quote56_col2.csv,0.02622675895690918
row_more_sep_row30_col6.csv,0.024995803833007812
row_less_sep_row69_col4.csv,0.025962114334106445
row_extra_quote0_col0.csv,0.025726318359375
row_more_sep_row30_col2.csv,0.02515721321105957
row_more_sep_row14_col8.csv,0.02220773696899414
row_less_sep_row54_col2.csv,0.02406787872314453
row_less_sep_row31_col5.csv,0.020889759063720703
row_extra_quote30_col0.csv,0.027808666229248047
row_more_sep_row60_col1.csv,0.025931119918823242
row_extra_quote10_col3.csv,0.028420686721801758
row_less_sep_row6_col5.csv,0.028387069702148438
row_less_sep_row39_col2.csv,0.025840282440185547
row_less_sep_row46_col8.csv,0.025557279586791992
row_extra_quote76_col5.csv,0.024058818817138672
row_extra_quote31_col8.csv,0.02637004852294922
row_extra_quote56_col8.csv,0.02575540542602539
row_less_sep_row48_col7.csv,0.026508092880249023
row_more_sep_row8_col2.csv,0.024685144424438477
row_less_sep_row83_col8.csv,0.02800893783569336
row_more_sep_row68_col3.csv,0.024610280990600586
row_more_sep_row0_col7.csv,0.02675151824951172
row_less_sep_row79_col2.csv,0.04177236557006836
row_less_sep_row4_col7.csv,0.025244951248168945
row_more_sep_row80_col1.csv,0.02613663673400879
row_less_sep_row13_col5.csv,0.030612707138061523
row_more_sep_row22_col3.csv,0.024948596954345703
row_less_sep_row58_col2.csv,0.024931907653808594
row_more_sep_row43_col5.csv,0.026866674423217773
row_extra_quote37_col0.csv,0.025172710418701172
row_extra_quote17_col1.csv,0.02692556381225586
row_extra_quote38_col0.csv,0.024469852447509766
row_less_sep_row37_col6.csv,0.02582693099975586
row_extra_quote16_col8.csv,0.02495718002319336
row_less_sep_row15_col5.csv,0.02464008331298828
row_less_sep_row15_col1.csv,0.02551865577697754
