filename,pollution,model,time_0,uncached_input_tokens_0,cached_input_tokens_0,completion_tokens_0
file_less_columns_deleted_value_row_26_col_5.csv,Unknown,qwen3_4_0_8b,0.5438206195831299,,,
file_commented_row_41.csv,Unknown,qwen3_4_0_8b,0.25018954277038574,,,
file_unescaped_multiline_string_row_2_col_7.csv,Unknown,qwen3_4_0_8b,0.46878933906555176,,,
file_less_columns_deleted_value_row_57_col_1.csv,Unknown,qwen3_4_0_8b,0.19700074195861816,,,
file_field_delimiter_0x20.csv,Non-standard field delimiter (0x20),qwen3_4_0_8b,0.4112870693206787,,,
file_escape_char_0x5C.csv,Non-standard escape character (0x5C),qwen3_4_0_8b,0.2147841453552246,,,
file_field_delimiter_0x9.csv,Non-standard field delimiter (0x9),qwen3_4_0_8b,0.19692277908325195,,,
combo__move_header_row5__preamble_2_raw_empty_row.csv,Unknown,qwen3_4_0_8b,0.2068624496459961,,,
file_mixed_time_formats_long_month_name_unquoted.csv,Unknown,qwen3_4_0_8b,0.20975852012634277,,,
file_quotation_char_0x27.csv,Non-standard quotation character (0x27),qwen3_4_0_8b,0.20236635208129883,,,
combo__more_columns_row_10_col_4__mixed_delimiters_within_row_row_11_range_3_0x3B.csv,Unknown,qwen3_4_0_8b,0.19447946548461914,,,
file_less_columns_deleted_value_row_40_col_1.csv,Unknown,qwen3_4_0_8b,0.2487950325012207,,,
file_whitespace_delimiter_cells_unquoted_padded.csv,Unknown,qwen3_4_0_8b,0.21915197372436523,,,
file_double_escaping_double_quote_row_2_col_7.csv,Unknown,qwen3_4_0_8b,0.2183818817138672,,,
file_more_columns_row_34_col_1.csv,Unknown,qwen3_4_0_8b,0.1972348690032959,,,
file_embedded_json_cell_2_1_len_4.csv,Unknown,qwen3_4_0_8b,0.19426345825195312,,,
file_preamble.csv,Preamble rows before header,qwen3_4_0_8b,0.20811724662780762,,,
file_less_columns_deleted_value_row_70_col_3.csv,Unknown,qwen3_4_0_8b,0.20952296257019043,,,
file_field_delimiter_0x2C_0x20.csv,Non-standard field delimiter (0x2C_0x20),qwen3_4_0_8b,0.20686650276184082,,,
combo__multiline_header_rows_3__mixed_delimiters_within_row_row_4_range_3_0x3B__footnote_2_blank_line.csv,Unknown,qwen3_4_0_8b,0.2125694751739502,,,
source.csv,Unknown,qwen3_4_0_8b,0.20026874542236328,,,
file_footnote_3_blank_line.csv,Unknown,qwen3_4_0_8b,0.21216034889221191,,,
file_quotation_char_none.csv,Unknown,qwen3_4_0_8b,0.21018457412719727,,,
file_mixed_time_formats_month_day_year.csv,Unknown,qwen3_4_0_8b,0.21111226081848145,,,
file_move_header_row8.csv,Unknown,qwen3_4_0_8b,0.21098661422729492,,,
file_header_multirow_3.csv,Multi-row header (3 rows),qwen3_4_0_8b,0.20624995231628418,,,
file_more_columns_row_39_col_8.csv,Unknown,qwen3_4_0_8b,0.20256280899047852,,,
file_mixed_delimiters_within_row_row_13_range_1_0x3B.csv,Unknown,qwen3_4_0_8b,0.20288801193237305,,,
file_mixed_time_formats_iso_8601.csv,Unknown,qwen3_4_0_8b,0.2098093032836914,,,
file_more_columns_row_9_col_6.csv,Unknown,qwen3_4_0_8b,0.19828224182128906,,,
file_no_trailing_newline.csv,Missing trailing newline,qwen3_4_0_8b,0.20413899421691895,,,
file_footnote_3.csv,Unknown,qwen3_4_0_8b,0.1963365077972412,,,
file_extremely_long_field_row_3_col_6_len_10000.csv,Unknown,qwen3_4_0_8b,0.23583054542541504,,,
file_num_columns_1000.csv,Unknown,qwen3_4_0_8b,0.21959900856018066,,,
file_whitespace_delimiter_cells_quoted_unpadded.csv,Unknown,qwen3_4_0_8b,0.19885873794555664,,,
file_more_columns_row_72_col_5.csv,Unknown,qwen3_4_0_8b,0.21106791496276855,,,
file_mixed_time_formats_long_month_name.csv,Unknown,qwen3_4_0_8b,0.20528459548950195,,,
combo__multiline_header_rows_3__footnote_2_blank_line.csv,Unknown,qwen3_4_0_8b,0.22193169593811035,,,
file_commented_row_56.csv,Unknown,qwen3_4_0_8b,0.21934986114501953,,,
file_footnote_1.csv,Unknown,qwen3_4_0_8b,0.21144413948059082,,,
file_mixed_delimiters_whole_row_row_13_0x3B.csv,Unknown,qwen3_4_0_8b,0.2063279151916504,,,
file_mixed_time_formats_day_month_year.csv,Unknown,qwen3_4_0_8b,0.20817184448242188,,,
file_double_trailing_newline.csv,Double trailing newline,qwen3_4_0_8b,0.20467090606689453,,,
file_one_data_row.csv,Single data row,qwen3_4_0_8b,0.21649956703186035,,,
file_num_columns_pad_randints_1000.csv,Unknown,qwen3_4_0_8b,0.253293514251709,,,
file_header_multirow_2.csv,Multi-row header (2 rows),qwen3_4_0_8b,0.2011127471923828,,,
file_multiline_header_rows_3.csv,Unknown,qwen3_4_0_8b,0.2051560878753662,,,
file_double_escaping_backslash_row_3_col_7.csv,Unknown,qwen3_4_0_8b,0.21422266960144043,,,
file_field_delimiter_0x3B.csv,Non-standard field delimiter (0x3B),qwen3_4_0_8b,0.2062671184539795,,,
combo__row_quotation_mark_2_0x27__mixed_delimiters_within_row_row_2_range_3_0x3B.csv,Unknown,qwen3_4_0_8b,0.1959826946258545,,,
file_less_columns_deleted_value_row_45_col_7.csv,Unknown,qwen3_4_0_8b,0.3973512649536133,,,
file_more_columns_row_79_col_7.csv,Unknown,qwen3_4_0_8b,0.20637869834899902,,,
file_commented_row_49.csv,Unknown,qwen3_4_0_8b,0.21108484268188477,,,
file_no_payload.csv,Empty file (0 bytes),qwen3_4_0_8b,0.22086119651794434,,,
file_header_only.csv,"Header row only, no data",qwen3_4_0_8b,0.20610785484313965,,,
file_superheader_sparse_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,Unknown,qwen3_4_0_8b,0.21329522132873535,,,
file_num_rows_50000_repeat_file.csv,Unknown,qwen3_4_0_8b,2.4887778759002686,,,
combo__move_header_row5__preamble_2_raw_empty_row__footnote_2_blank_line.csv,Unknown,qwen3_4_0_8b,0.21179533004760742,,,
file_escape_char_0x00.csv,Non-standard escape character (0x00),qwen3_4_0_8b,0.20209193229675293,,,
file_record_delimiter_0xD.csv,Non-standard record delimiter (0xD),qwen3_4_0_8b,0.19944262504577637,,,
file_unquoted_lists_row_9_col_6.csv,Unknown,qwen3_4_0_8b,0.20635271072387695,,,
file_mixed_delimiters_within_row_row_13_range_3_0x3B.csv,Unknown,qwen3_4_0_8b,0.19702839851379395,,,
file_excel_formulas.csv,Unknown,qwen3_4_0_8b,0.21165800094604492,,,
file_record_delimiter_0xA.csv,Non-standard record delimiter (0xA),qwen3_4_0_8b,0.20369672775268555,,,
file_superheader_whitespace_aligned_columns_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,Unknown,qwen3_4_0_8b,0.2359762191772461,,,
file_whitespace_delimiter_cells_quoted_padded.csv,Unknown,qwen3_4_0_8b,0.22777915000915527,,,
file_no_header.csv,No header row,qwen3_4_0_8b,0.2001497745513916,,,
row_quotation_mark_12_0x27.csv,Unknown,qwen3_4_0_8b,0.2094426155090332,,,
file_whitespace_delimiter_cells_quoted_empty_last_column_padded.csv,Unknown,qwen3_4_0_8b,0.2044832706451416,,,
