filename,duckdbauto_time_0
row_extra_quote80_col1.csv,0.029740571975708008
row_less_sep_row57_col2.csv,0.007688045501708984
row_extra_quote57_col2.csv,0.010212182998657227
row_extra_quote33_col5.csv,0.007169246673583984
row_less_sep_row81_col5.csv,0.0077800750732421875
row_less_sep_row2_col7.csv,0.009088277816772461
row_less_sep_row67_col4.csv,0.007696866989135742
row_less_sep_row21_col4.csv,0.008608102798461914
row_more_sep_row17_col6.csv,0.008199930191040039
row_less_sep_row56_col2.csv,0.009757041931152344
row_more_sep_row57_col2.csv,0.008247613906860352
row_extra_quote14_col4.csv,0.010585546493530273
row_less_sep_row61_col6.csv,0.010760068893432617
row_extra_quote20_col6.csv,0.011640787124633789
row_extra_quote74_col3.csv,0.009017705917358398
row_extra_quote53_col7.csv,0.011223554611206055
row_less_sep_row34_col6.csv,0.00983572006225586
row_more_sep_row5_col3.csv,0.011558055877685547
row_more_sep_row10_col0.csv,0.010012626647949219
row_less_sep_row2_col2.csv,0.009135723114013672
row_more_sep_row61_col5.csv,0.00941920280456543
row_extra_quote12_col5.csv,0.01055908203125
row_less_sep_row47_col2.csv,0.012539386749267578
row_more_sep_row13_col2.csv,0.009804487228393555
row_extra_quote41_col1.csv,0.010129213333129883
row_more_sep_row37_col5.csv,0.009416818618774414
row_extra_quote58_col4.csv,0.009099483489990234
row_extra_quote6_col8.csv,0.01009058952331543
row_more_sep_row2_col4.csv,0.009529352188110352
row_more_sep_row76_col5.csv,0.01000070571899414
row_extra_quote75_col8.csv,0.011993408203125
row_extra_quote16_col6.csv,0.00927734375
row_less_sep_row25_col7.csv,0.008943796157836914
row_extra_quote3_col1.csv,0.010377168655395508
row_less_sep_row44_col6.csv,0.010626554489135742
row_more_sep_row8_col5.csv,0.010058164596557617
row_more_sep_row31_col8.csv,0.009857654571533203
row_more_sep_row5_col6.csv,0.010622501373291016
row_extra_quote59_col8.csv,0.01020956039428711
row_less_sep_row41_col6.csv,0.008981466293334961
row_extra_quote53_col8.csv,0.010200023651123047
row_more_sep_row3_col1.csv,0.009842395782470703
row_more_sep_row81_col1.csv,0.009270429611206055
row_extra_quote44_col7.csv,0.009939193725585938
row_extra_quote41_col5.csv,0.010996818542480469
row_more_sep_row74_col5.csv,0.010544776916503906
row_more_sep_row28_col0.csv,0.011664867401123047
row_more_sep_row47_col5.csv,0.010000467300415039
row_more_sep_row44_col4.csv,0.008670330047607422
row_more_sep_row51_col6.csv,0.01069021224975586
row_more_sep_row32_col1.csv,0.009631872177124023
row_extra_quote46_col3.csv,0.010583877563476562
row_extra_quote56_col2.csv,0.009958028793334961
row_more_sep_row30_col6.csv,0.010170221328735352
row_less_sep_row69_col4.csv,0.009845495223999023
row_extra_quote0_col0.csv,0.010112762451171875
row_more_sep_row30_col2.csv,0.009532928466796875
row_more_sep_row14_col8.csv,0.011180639266967773
row_less_sep_row54_col2.csv,0.011030912399291992
row_less_sep_row31_col5.csv,0.011627435684204102
row_extra_quote30_col0.csv,0.010775089263916016
row_more_sep_row60_col1.csv,0.00885152816772461
row_extra_quote10_col3.csv,0.010195016860961914
row_less_sep_row6_col5.csv,0.008800029754638672
row_less_sep_row39_col2.csv,0.011919260025024414
row_less_sep_row46_col8.csv,0.01014256477355957
row_extra_quote76_col5.csv,0.012012958526611328
row_extra_quote31_col8.csv,0.010539054870605469
row_extra_quote56_col8.csv,0.011219263076782227
row_less_sep_row48_col7.csv,0.009497880935668945
row_more_sep_row8_col2.csv,0.009570837020874023
row_less_sep_row83_col8.csv,0.009987354278564453
