filename,postgres_time_0
row_extra_quote80_col1.csv,0.06527328491210938
row_less_sep_row57_col2.csv,0.014858484268188477
row_extra_quote57_col2.csv,0.012862682342529297
row_extra_quote33_col5.csv,0.013017654418945312
row_less_sep_row81_col5.csv,0.01239776611328125
row_less_sep_row2_col7.csv,0.012583732604980469
row_less_sep_row67_col4.csv,0.012358665466308594
row_less_sep_row21_col4.csv,0.01638340950012207
row_more_sep_row17_col6.csv,0.011968374252319336
row_less_sep_row56_col2.csv,0.012583017349243164
row_more_sep_row57_col2.csv,0.015140295028686523
row_extra_quote14_col4.csv,0.01327204704284668
row_less_sep_row61_col6.csv,0.012147188186645508
row_extra_quote20_col6.csv,0.012894630432128906
row_extra_quote74_col3.csv,0.012657403945922852
row_extra_quote53_col7.csv,0.011858224868774414
row_less_sep_row34_col6.csv,0.012346744537353516
row_more_sep_row5_col3.csv,0.012278556823730469
row_more_sep_row10_col0.csv,0.011520862579345703
row_less_sep_row2_col2.csv,0.011204957962036133
row_more_sep_row61_col5.csv,0.012541055679321289
row_extra_quote12_col5.csv,0.012562751770019531
row_less_sep_row47_col2.csv,0.012481451034545898
row_more_sep_row13_col2.csv,0.011249780654907227
row_extra_quote41_col1.csv,0.011324882507324219
row_more_sep_row37_col5.csv,0.012944221496582031
row_extra_quote58_col4.csv,0.012221574783325195
row_extra_quote6_col8.csv,0.011756658554077148
row_more_sep_row2_col4.csv,0.01159358024597168
row_more_sep_row76_col5.csv,0.010123014450073242
row_extra_quote75_col8.csv,0.010940790176391602
row_extra_quote16_col6.csv,0.01031947135925293
row_less_sep_row25_col7.csv,0.010662317276000977
row_extra_quote3_col1.csv,0.011505603790283203
row_less_sep_row44_col6.csv,0.013495683670043945
row_more_sep_row8_col5.csv,0.011770963668823242
row_more_sep_row31_col8.csv,0.010927915573120117
row_more_sep_row5_col6.csv,0.011619091033935547
row_extra_quote59_col8.csv,0.01081395149230957
row_less_sep_row41_col6.csv,0.011656522750854492
row_extra_quote53_col8.csv,0.012225866317749023
row_more_sep_row3_col1.csv,0.010775566101074219
row_more_sep_row81_col1.csv,0.012666940689086914
row_extra_quote44_col7.csv,0.01175999641418457
row_extra_quote41_col5.csv,0.011878013610839844
row_more_sep_row74_col5.csv,0.011919975280761719
row_more_sep_row28_col0.csv,0.01494455337524414
row_more_sep_row47_col5.csv,0.013434886932373047
row_more_sep_row44_col4.csv,0.012511253356933594
row_more_sep_row51_col6.csv,0.012048959732055664
row_more_sep_row32_col1.csv,0.01317906379699707
row_extra_quote46_col3.csv,0.013254404067993164
row_extra_quote56_col2.csv,0.0119476318359375
row_more_sep_row30_col6.csv,0.012730121612548828
row_less_sep_row69_col4.csv,0.012421131134033203
row_extra_quote0_col0.csv,0.0017414093017578125
row_more_sep_row30_col2.csv,0.013163089752197266
row_more_sep_row14_col8.csv,0.010431051254272461
row_less_sep_row54_col2.csv,0.011442184448242188
row_less_sep_row31_col5.csv,0.012371540069580078
row_extra_quote30_col0.csv,0.011599540710449219
row_more_sep_row60_col1.csv,0.010658025741577148
row_extra_quote10_col3.csv,0.012447357177734375
row_less_sep_row6_col5.csv,0.011849641799926758
row_less_sep_row39_col2.csv,0.01092982292175293
row_less_sep_row46_col8.csv,0.011163949966430664
row_extra_quote76_col5.csv,0.010788202285766602
row_extra_quote31_col8.csv,0.012251853942871094
row_extra_quote56_col8.csv,0.010491132736206055
row_less_sep_row48_col7.csv,0.012280941009521484
row_more_sep_row8_col2.csv,0.011624574661254883
row_less_sep_row83_col8.csv,0.01183938980102539
row_more_sep_row68_col3.csv,0.012117624282836914
row_more_sep_row0_col7.csv,0.014478683471679688
row_less_sep_row79_col2.csv,0.011707544326782227
row_less_sep_row4_col7.csv,0.013054847717285156
row_more_sep_row80_col1.csv,0.011979818344116211
row_less_sep_row13_col5.csv,0.011410713195800781
row_more_sep_row22_col3.csv,0.012792110443115234
row_less_sep_row58_col2.csv,0.012577295303344727
row_more_sep_row43_col5.csv,0.011554718017578125
row_extra_quote37_col0.csv,0.011520147323608398
row_extra_quote17_col1.csv,0.011578798294067383
row_extra_quote38_col0.csv,0.011405706405639648
row_less_sep_row37_col6.csv,0.011712312698364258
row_extra_quote16_col8.csv,0.011576414108276367
row_less_sep_row15_col5.csv,0.011668205261230469
row_less_sep_row15_col1.csv,0.011168718338012695
row_less_sep_row67_col5.csv,0.012317419052124023
row_less_sep_row12_col8.csv,0.012075662612915039
row_extra_quote45_col8.csv,0.010585546493530273
row_field_delimiter_29_0x20.csv,0.010807991027832031
row_field_delimiter_67_0x20.csv,0.010603666305541992
row_less_sep_row53_col6.csv,0.01158905029296875
row_more_sep_row60_col0.csv,0.012047529220581055
row_extra_quote70_col8.csv,0.012302875518798828
row_extra_quote22_col6.csv,0.011143684387207031
row_extra_quote20_col5.csv,0.012748003005981445
