filename,model,time_0,llm_calls_0,local_cache_hits_0,uncached_input_tokens_0,cached_input_tokens_0,completion_tokens_0,total_tokens_0,input_cost_usd_0,cached_input_cost_usd_0,output_cost_usd_0,estimated_api_cost_usd_0,billable_cost_usd_0,success_0,error_0
file_mixed_delimiters_whole_row_row_13_0x3B.csv,gpt-5.4-mini,2.5775050446391106,2,0,2611,0,153,2764,0.00195825,0.0,0.0006885,0.00264675,0.00264675,True,
file_mixed_time_formats_day_month_year.csv,gpt-5.4-mini,1.0039159953594208,1,0,972,0,57,1029,0.000729,0.0,0.0002565,0.0009855,0.0009855,True,
file_double_trailing_newline.csv,gpt-5.4-mini,1.1461621075868609,1,0,972,0,57,1029,0.000729,0.0,0.0002565,0.0009855,0.0009855,True,
file_one_data_row.csv,gpt-5.4-mini,1.0133843198418615,1,0,384,0,57,441,0.000288,0.0,0.0002565,0.0005445,0.0005445,True,
file_num_columns_pad_randints_1000.csv,gpt-5.4-mini,13.133538521826267,1,0,29708,0,3032,32740,0.022281,0.0,0.013644,0.035925,0.035925,True,
file_header_multirow_2.csv,gpt-5.4-mini,1.1975666210055351,1,0,917,0,57,974,0.00068775,0.0,0.0002565,0.00094425,0.00094425,True,
file_multiline_header_rows_3.csv,gpt-5.4-mini,1.0014231875538826,1,0,828,0,57,885,0.000621,0.0,0.0002565,0.0008775,0.0008775,True,
file_double_escaping_backslash_row_3_col_7.csv,gpt-5.4-mini,4.115997068583965,2,0,3050,0,598,3648,0.0022875,0.0,0.002691,0.0049785,0.0049785,True,
file_field_delimiter_0x3B.csv,gpt-5.4-mini,1.23246231675148,1,0,985,0,57,1042,0.00073875,0.0,0.0002565,0.00099525,0.00099525,True,
combo__row_quotation_mark_2_0x27__mixed_delimiters_within_row_row_2_range_3_0x3B.csv,gpt-5.4-mini,2.1794903203845024,2,0,2447,0,152,2599,0.00183525,0.0,0.0006839999999999,0.00251925,0.00251925,True,
file_less_columns_deleted_value_row_45_col_7.csv,gpt-5.4-mini,2.345842182636261,2,0,2351,0,137,2488,0.00176325,0.0,0.0006165,0.00237975,0.00237975,True,
file_more_columns_row_79_col_7.csv,gpt-5.4-mini,2.343571402132511,2,0,2388,0,174,2562,0.001791,0.0,0.000783,0.002574,0.002574,True,
file_commented_row_49.csv,gpt-5.4-mini,0.9573754519224168,1,0,972,0,57,1029,0.000729,0.0,0.0002565,0.0009855,0.0009855,True,
file_no_payload.csv,gpt-5.4-mini,4.35666473954916,1,0,297,0,36,333,0.00022275,0.0,0.000162,0.00038475,0.00038475,True,
file_header_only.csv,gpt-5.4-mini,1.0559569373726845,1,0,317,0,57,374,0.00023775,0.0,0.0002565,0.00049425,0.00049425,True,
file_superheader_sparse_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,gpt-5.4-mini,1.1029758378863337,1,0,905,0,57,962,0.00067875,0.0,0.0002565,0.00093525,0.00093525,True,
file_num_rows_50000_repeat_file.csv,gpt-5.4-mini,4.88408762216568,1,0,972,0,57,1029,0.000729,0.0,0.0002565,0.0009855,0.0009855,True,
combo__move_header_row5__preamble_2_raw_empty_row__footnote_2_blank_line.csv,gpt-5.4-mini,2.455198161303997,2,0,1608,1792,118,3518,0.001206,0.0001344,0.000531,0.0018714,0.0018714,True,
file_escape_char_0x00.csv,gpt-5.4-mini,3.888895146548748,2,0,3230,0,596,3826,0.0024225,0.0,0.002682,0.0051045,0.0051045,True,
file_record_delimiter_0xD.csv,gpt-5.4-mini,1.0234727561473846,1,0,972,0,57,1029,0.000729,0.0,0.0002565,0.0009855,0.0009855,True,
file_unquoted_lists_row_9_col_6.csv,gpt-5.4-mini,2.434103712439537,2,0,2460,0,161,2621,0.0018449999999999,0.0,0.0007245,0.0025695,0.0025695,True,
file_mixed_delimiters_within_row_row_13_range_3_0x3B.csv,gpt-5.4-mini,2.722456693649292,2,0,2451,0,153,2604,0.00183825,0.0,0.0006885,0.00252675,0.00252675,True,
file_excel_formulas.csv,gpt-5.4-mini,1.0213328748941422,1,0,972,0,57,1029,0.000729,0.0,0.0002565,0.0009855,0.0009855,True,
file_record_delimiter_0xA.csv,gpt-5.4-mini,0.9593836069107056,1,0,972,0,57,1029,0.000729,0.0,0.0002565,0.0009855,0.0009855,True,
file_superheader_whitespace_aligned_columns_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,gpt-5.4-mini,2.3115309700369835,1,0,925,0,56,981,0.00069375,0.0,0.000252,0.00094575,0.00094575,False,"RuntimeError: HTTP Error 400: Bad Request
{
  ""error"": {
    ""message"": ""Input tokens exceed the configured limit of 272000 tokens. Your messages resulted in 523362 tokens. Please reduce the length of the messages."",
    ""type"": ""invalid_request_error"",
    ""param"": ""messages"",
    ""code"": ""context_length_exceeded""
  }
}"
file_whitespace_delimiter_cells_quoted_padded.csv,gpt-5.4-mini,2.033079199492932,1,0,1084,0,56,1140,0.000813,0.0,0.000252,0.001065,0.001065,False,"RuntimeError: HTTP Error 400: Bad Request
{
  ""error"": {
    ""message"": ""Input tokens exceed the configured limit of 272000 tokens. Your messages resulted in 423968 tokens. Please reduce the length of the messages."",
    ""type"": ""invalid_request_error"",
    ""param"": ""messages"",
    ""code"": ""context_length_exceeded""
  }
}"
file_no_header.csv,gpt-5.4-mini,1.25957390666008,1,0,1021,0,56,1077,0.00076575,0.0,0.000252,0.00101775,0.00101775,True,
row_quotation_mark_12_0x27.csv,gpt-5.4-mini,4.707355760037899,2,0,2404,0,155,2559,0.001803,0.0,0.0006975,0.0025005,0.0025005,True,
file_whitespace_delimiter_cells_quoted_empty_last_column_padded.csv,gpt-5.4-mini,1.896972231566906,1,0,1084,0,56,1140,0.000813,0.0,0.000252,0.001065,0.001065,False,"RuntimeError: HTTP Error 400: Bad Request
{
  ""error"": {
    ""message"": ""Input tokens exceed the configured limit of 272000 tokens. Your messages resulted in 424051 tokens. Please reduce the length of the messages."",
    ""type"": ""invalid_request_error"",
    ""param"": ""messages"",
    ""code"": ""context_length_exceeded""
  }
}"
