filename,llm_hybrid_parser_gpt_5_4_mini_duckdb_time_0
file_double_trailing_newline.csv,0.0987091064453125
file_escape_char_0x00.csv,0.155332326889038
file_escape_char_0x5C.csv,0.0918250083923339
file_field_delimiter_0x20.csv,0.1572043895721435
file_field_delimiter_0x2C_0x20.csv,0.1487607955932617
file_field_delimiter_0x3B.csv,0.1015222072601318
file_field_delimiter_0x9.csv,0.0995481014251709
file_header_multirow_2.csv,0.0986864566802978
file_header_multirow_3.csv,0.1018521785736084
file_header_only.csv,0.0518939495086669
file_multitable_less.csv,0.2031190395355224
file_multitable_more.csv,0.2019779682159423
file_multitable_same.csv,0.1385169029235839
file_no_header.csv,0.0994987487792968
file_no_payload.csv,0.0251688957214355
file_no_trailing_newline.csv,0.0994679927825927
file_one_data_row.csv,0.0628302097320556
file_preamble.csv,0.169147253036499
file_quotation_char_0x27.csv,1.7742798328399658
file_record_delimiter_0xA.csv,0.0994751453399658
file_record_delimiter_0xD.csv,0.0992698669433593
row_extra_quote0_col0.csv,0.1329543590545654
row_extra_quote0_col1.csv,0.1276965141296386
row_extra_quote0_col2.csv,0.1292901039123535
row_extra_quote0_col3.csv,0.1295878887176513
row_extra_quote0_col4.csv,0.138282299041748
row_extra_quote0_col5.csv,0.1486446857452392
row_extra_quote0_col6.csv,0.1297395229339599
row_extra_quote0_col7.csv,0.1277394294738769
row_extra_quote0_col8.csv,0.1290948390960693
row_extra_quote10_col0.csv,0.1544241905212402
row_extra_quote10_col1.csv,0.1519756317138672
row_extra_quote10_col2.csv,0.1490142345428466
row_extra_quote10_col3.csv,0.1509091854095459
row_extra_quote10_col4.csv,0.1606764793395996
row_extra_quote10_col5.csv,0.1577439308166504
row_extra_quote10_col6.csv,0.1506538391113281
row_extra_quote10_col7.csv,0.1579198837280273
row_extra_quote10_col8.csv,0.1375811100006103
row_extra_quote11_col0.csv,0.1410732269287109
row_extra_quote11_col1.csv,0.1517438888549804
row_extra_quote11_col2.csv,0.1521923542022705
row_extra_quote11_col3.csv,0.1480767726898193
row_extra_quote11_col4.csv,0.1589844226837158
row_extra_quote11_col5.csv,0.1564602851867675
row_extra_quote11_col6.csv,0.1486926078796386
row_extra_quote11_col7.csv,0.1637876033782959
row_extra_quote11_col8.csv,0.1511909961700439
row_extra_quote12_col0.csv,0.141711950302124
row_extra_quote12_col1.csv,0.1534233093261718
row_extra_quote12_col2.csv,0.1540513038635254
row_extra_quote12_col3.csv,0.13873291015625
row_extra_quote12_col4.csv,0.1513583660125732
row_extra_quote12_col5.csv,0.1564228534698486
row_extra_quote12_col6.csv,0.1131222248077392
row_extra_quote12_col7.csv,0.1540772914886474
row_extra_quote12_col8.csv,0.149834394454956
row_extra_quote13_col0.csv,0.1568899154663086
row_extra_quote13_col1.csv,0.1551814079284668
row_extra_quote13_col2.csv,0.1564991474151611
row_extra_quote13_col3.csv,0.1561145782470703
row_extra_quote13_col4.csv,0.1542248725891113
row_extra_quote13_col5.csv,0.1576220989227295
row_extra_quote13_col6.csv,0.1473736763000488
row_extra_quote13_col7.csv,0.1520993709564209
row_extra_quote13_col8.csv,0.1553690433502197
row_extra_quote14_col0.csv,0.1528174877166748
row_extra_quote14_col1.csv,0.1481819152832031
row_extra_quote14_col2.csv,0.1534209251403808
row_extra_quote14_col3.csv,0.1459448337554931
row_extra_quote14_col4.csv,0.1527478694915771
row_extra_quote14_col5.csv,0.1480715274810791
row_extra_quote14_col6.csv,0.1517775058746338
row_extra_quote14_col7.csv,0.1512877941131591
row_extra_quote14_col8.csv,0.1611948013305664
