filename,pollution,model,time_0,uncached_input_tokens_0,cached_input_tokens_0,completion_tokens_0
file_no_payload.csv,Empty file (0 bytes),gpt-5.6-sol,2.187317132949829,446.0,0.0,48.0
file_header_only.csv,"Header row only, no data",gpt-5.6-sol,2.2988460063934326,467.0,0.0,107.0
file_superheader_sparse_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,Unknown,gpt-5.6-sol,59.57053589820862,6487.0,0.0,6413.0
file_num_rows_50000_repeat_file.csv,Unknown,gpt-5.6-sol,2.840853452682495,,,
combo__move_header_row5__preamble_2_raw_empty_row__footnote_2_blank_line.csv,Unknown,gpt-5.6-sol,66.05107760429382,6502.0,0.0,6933.0
file_escape_char_0x00.csv,Non-standard escape character (0x00),gpt-5.6-sol,78.63236713409424,6478.0,0.0,7268.0
file_record_delimiter_0xD.csv,Non-standard record delimiter (0xD),gpt-5.6-sol,67.47577548027039,6478.0,0.0,6308.0
file_unquoted_lists_row_9_col_6.csv,Unknown,gpt-5.6-sol,71.08221220970154,6487.0,0.0,6386.0
file_mixed_delimiters_within_row_row_13_range_3_0x3B.csv,Unknown,gpt-5.6-sol,63.970014572143555,6478.0,0.0,6354.0
file_excel_formulas.csv,Unknown,gpt-5.6-sol,65.88420701026917,6510.0,0.0,6424.0
file_record_delimiter_0xA.csv,Non-standard record delimiter (0xA),gpt-5.6-sol,59.46201705932617,3.0,6475.0,6221.0
file_superheader_whitespace_aligned_columns_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,Unknown,gpt-5.6-sol,78.72345638275146,6696.0,0.0,7507.0
file_whitespace_delimiter_cells_quoted_padded.csv,Unknown,gpt-5.6-sol,81.13698720932007,7371.0,0.0,7640.0
file_no_header.csv,No header row,gpt-5.6-sol,72.87283515930176,6457.0,0.0,7351.0
row_quotation_mark_12_0x27.csv,Unknown,gpt-5.6-sol,68.9222149848938,6481.0,0.0,6561.0
file_whitespace_delimiter_cells_quoted_empty_last_column_padded.csv,Unknown,gpt-5.6-sol,81.86494183540344,7371.0,0.0,7425.0
