filename,llm_hybrid_parser_gpt_5_4_duckdb_time_0
file_double_trailing_newline.csv,0.13077473640441895
file_escape_char_0x00.csv,0.19245624542236328
file_escape_char_0x5C.csv,0.10790562629699707
file_field_delimiter_0x20.csv,0.17677927017211914
file_field_delimiter_0x2C_0x20.csv,0.11829447746276855
file_field_delimiter_0x3B.csv,0.1087636947631836
file_field_delimiter_0x9.csv,0.11695718765258789
file_header_multirow_2.csv,0.14313220977783203
file_header_multirow_3.csv,0.10211849212646484
file_header_only.csv,0.061040401458740234
file_multitable_less.csv,0.2785773277282715
file_multitable_more.csv,0.2535688877105713
file_multitable_same.csv,0.15036988258361816
file_no_header.csv,0.11505556106567383
file_no_payload.csv,0.03127479553222656
file_no_trailing_newline.csv,0.13352274894714355
file_one_data_row.csv,0.06190323829650879
file_preamble.csv,0.10838031768798828
file_quotation_char_0x27.csv,0.2398681640625
file_record_delimiter_0xA.csv,0.10848402976989746
file_record_delimiter_0xD.csv,0.13468623161315918
row_extra_quote0_col0.csv,0.1309492588043213
row_extra_quote0_col1.csv,0.15750598907470703
row_extra_quote0_col2.csv,0.16193389892578125
row_extra_quote0_col3.csv,0.16505050659179688
row_extra_quote0_col4.csv,0.15511608123779297
row_extra_quote0_col5.csv,0.14229607582092285
row_extra_quote0_col6.csv,0.1447010040283203
row_extra_quote0_col7.csv,0.14830446243286133
row_extra_quote0_col8.csv,0.15743732452392578
row_extra_quote10_col0.csv,0.1777794361114502
row_extra_quote10_col1.csv,0.1829078197479248
row_extra_quote10_col2.csv,0.17681217193603516
row_extra_quote10_col3.csv,0.1686384677886963
row_extra_quote10_col4.csv,0.2279212474822998
row_extra_quote10_col5.csv,0.18975114822387695
row_extra_quote10_col6.csv,0.1911780834197998
row_extra_quote10_col7.csv,0.19191455841064453
row_extra_quote10_col8.csv,0.17821311950683594
row_extra_quote11_col0.csv,0.18459749221801758
row_extra_quote11_col1.csv,0.28860020637512207
row_extra_quote11_col2.csv,0.18256592750549316
row_extra_quote11_col3.csv,0.19616389274597168
row_extra_quote11_col4.csv,0.1745607852935791
row_extra_quote11_col5.csv,0.1853046417236328
row_extra_quote11_col6.csv,-0.4373610019683838
row_extra_quote11_col7.csv,0.19996953010559082
row_extra_quote11_col8.csv,0.17999887466430664
row_extra_quote12_col0.csv,0.19344234466552734
row_extra_quote12_col1.csv,0.18342280387878418
row_extra_quote12_col2.csv,0.1916828155517578
row_extra_quote12_col3.csv,0.18407034873962402
row_extra_quote12_col4.csv,0.20463895797729492
row_extra_quote12_col5.csv,0.1648101806640625
row_extra_quote12_col6.csv,0.18717718124389648
row_extra_quote12_col7.csv,0.1813509464263916
row_extra_quote12_col8.csv,0.17778778076171875
row_extra_quote13_col0.csv,0.18953609466552734
row_extra_quote13_col1.csv,0.18449640274047852
row_extra_quote13_col2.csv,0.19449996948242188
row_extra_quote13_col3.csv,0.1910700798034668
row_extra_quote13_col4.csv,0.1813647747039795
row_extra_quote13_col5.csv,0.17889070510864258
