"vin_1_10","county","city","state","zip_code","model_year","make","model","ev_type","cafv_type","electric_range","legislative_district","dol_vehicle_id","geocoded_column","electric_utility","_2020_census_tract"
"1G1RD6E47D","Thurston","Olympia","WA","98512","2013","CHEVROLET","VOLT","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","38","35","203105101","POINT (-123.04078 46.94792)","PUGET SOUND ENERGY INC","53067012730"
"5YJXCBE28H","King","Seattle","WA","98115","2017","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","200","46","205813870","POINT (-122.31676 47.68156)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033002100"
"JN1AZ0CP5C","Yakima","Selah","WA","98942","2012","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","73","15","136440951","POINT (-120.53145 46.65405)","PACIFICORP","53077003200"
"KNDC3DLC9N","Thurston","Olympia","WA","98502","2022","KIA","EV6","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","22","194033430","POINT (-122.92333 47.03779)","PUGET SOUND ENERGY INC","53067010520"
"YV4H60JG4S","Snohomish","Lake Stevens","WA","98258","2025","VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","32","39","289755056","POINT (-122.06402 48.01497)","PUGET SOUND ENERGY INC","53061052606"
"7SAYGDEE0P","Snohomish","Bothell","WA","98012","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","1","228662661","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061052010"
"5YJ3E1EAXL","Snohomish","Edmonds","WA","98020","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","266","21","127288899","POINT (-122.37695 47.81113)","PUGET SOUND ENERGY INC","53061050403"
"KL8CK6S07E","Kittitas","Cle Elum","WA","98922","2014","CHEVROLET","SPARK","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","82","13","220545426","POINT (-120.93943 47.195)","PUGET SOUND ENERGY INC","53037975201"
"5YJ3E1EA0J","Snohomish","Bothell","WA","98012","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","1","235128463","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061051935"
"2C4RC1L72J","Snohomish","Edmonds","WA","98026","2018","CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","33","32","265652950","POINT (-122.31768 47.87166)","PUGET SOUND ENERGY INC","53061050800"
"7SAYGDEE8R","Walla Walla","Walla Walla","WA","99362","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","16","269629846","POINT (-118.34261 46.07068)","PACIFICORP","53071920902"
"1N4BZ1CP2L","Snohomish","Bothell","WA","98012","2020","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","21","273765180","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061051922"
"WBY43HD01S","Thurston","Olympia","WA","98513","2025","BMW","I4","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","2","289397272","POINT (-122.80933 46.99531)","PUGET SOUND ENERGY INC","53067012332"
"WBY1Z8C36H","Skagit","Mount Vernon","WA","98273","2017","BMW","I3","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","97","40","117938719","POINT (-122.33891 48.41644)","PUGET SOUND ENERGY INC","53057952600"
"3FA6P0PU8D","Snohomish","Lynnwood","WA","98087","2013","FORD","FUSION","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","19","21","162455177","POINT (-122.27981 47.85727)","PUGET SOUND ENERGY INC","53061041901"
"5YJSA1E2XJ","King","Bellevue","WA","98004","2018","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","249","41","6060666","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023901"
"1FADP3R42G","El Paso","Colorado Springs","CO","80913","2016","FORD","FOCUS","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","76",,"256186080","POINT (-104.78923 38.74426)","NON WASHINGTON STATE ELECTRIC UTILITY","08041004406"
"5YJ3E1EC7L","Snohomish","Lynnwood","WA","98087","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","308","21","284055355","POINT (-122.27981 47.85727)","PUGET SOUND ENERGY INC","53061051803"
"5YJ3E1EBXJ","Snohomish","Mukilteo","WA","98275","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","21","291685768","POINT (-122.29196 47.89908)","PUGET SOUND ENERGY INC","53061042005"
"5YJSA1H17E","Chelan","Wenatchee","WA","98801","2014","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","208","12","224095322","POINT (-120.30521 47.41493)","PUD NO 1 OF CHELAN COUNTY","53007960804"
"KNDCC3LG0L","Grant","Quincy","WA","98848","2020","KIA","NIRO","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","239","13","150455637","POINT (-119.85338 47.23748)","PUD NO 2 OF GRANT COUNTY","53025010700"
"5YJ3E1EBXJ","King","Renton","WA","98059","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","11","474751294","POINT (-122.11589 47.50243)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025602"
"1N4BZ1CP6K","Spokane","Spokane","WA","99202","2019","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","150","3","8664820","POINT (-117.3797 47.65548)","MODERN ELECTRIC WATER COMPANY","53063003100"
"5YJSA1E20J","Snohomish","Monroe","WA","98272","2018","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","249","39","476611642","POINT (-121.98087 47.8526)","PUGET SOUND ENERGY INC","53061052203"
"YV4H60DK9R","Spokane","Spokane","WA","99203","2024","VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","35","6","262230153","POINT (-117.39322 47.63374)","MODERN ELECTRIC WATER COMPANY","53063004300"
"1G1RA6S51H","Thurston","Rainier","WA","98576","2017","CHEVROLET","VOLT","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","53","20","163447574","POINT (-122.68993 46.88897)","PUGET SOUND ENERGY INC","53067012530"
"5UXTA6C0XN","Skagit","Anacortes","WA","98221","2022","BMW","X5","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","30","40","278340457","POINT (-122.61216 48.51749)","PUGET SOUND ENERGY INC","53057940402"
"1C4JJXR65P","Thurston","Olympia","WA","98501","2023","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","22","235058295","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067010300"
"5YJ3E1EA1J","Snohomish","Everett","WA","98204","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","21","284432403","POINT (-122.27557 47.88936)","PUGET SOUND ENERGY INC","53061041810"
"5YJXCBE29K","Snohomish","Bothell","WA","98021","2019","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","289","1","112596634","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051916"
"5YJYGDEE3L","Snohomish","Woodinville","WA","98072","2020","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","291","1","290251216","POINT (-122.15545 47.75448)","PUGET SOUND ENERGY INC","53061052107"
"WAUUPBFF3J","Skagit","Anacortes","WA","98221","2018","AUDI","A3","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","16","40","202271135","POINT (-122.61216 48.51749)","PUGET SOUND ENERGY INC","53057940403"
"KNDJX3AE7G","Skagit","Mount Vernon","WA","98274","2016","KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","93","10","116579214","POINT (-122.32295 48.4152)","PUGET SOUND ENERGY INC","53057952403"
"3C3CFFGE1G","Thurston","Olympia","WA","98501","2016","FIAT","500","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","22","294762219","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067010802"
"5YJ3E1EB1J","Yakima","Yakima","WA","98908","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","14","197041197","POINT (-120.60199 46.59817)","PACIFICORP","53077000902"
"5YJ3E1EA6K","Snohomish","Lynnwood","WA","98037","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","32","323899761","POINT (-122.27734 47.83785)","PUGET SOUND ENERGY INC","53061051602"
"5UX43EU09S","Snohomish","Bothell","WA","98021","2025","BMW","X5","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","40","1","272076808","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051926"
"5YJ3E1EB2J","Snohomish","Bothell","WA","98012","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","1","239755169","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061051937"
"1C4RJYB62P","Yakima","Yakima","WA","98903","2023","JEEP","GRAND CHEROKEE","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","25","14","271589727","POINT (-120.71847 46.55029)","PACIFICORP","53077002803"
"5YJ3E1EB5K","Snohomish","Lynnwood","WA","98037","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","32","255508795","POINT (-122.27734 47.83785)","PUGET SOUND ENERGY INC","53061051802"
"JM3KKBHAXR","Thurston","Lacey","WA","98513","2024","MAZDA","CX-90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","26","22","270756314","POINT (-122.80933 46.99531)","PUGET SOUND ENERGY INC","53067011622"
"1N4BZ1CP7K","Island","Langley","WA","98260","2019","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","150","10","103112488","POINT (-122.40618 48.0399)","PUGET SOUND ENERGY INC","53029971900"
"KM8K23AG2P","Skagit","Anacortes","WA","98221","2023","HYUNDAI","KONA","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","40","227185710","POINT (-122.61216 48.51749)","PUGET SOUND ENERGY INC","53057940403"
"5YJXCBE26H","Snohomish","Bothell","WA","98012","2017","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","200","1","264882467","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061052107"
"1N4AZ1CP1J","Snohomish","Marysville","WA","98270","2018","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","151","44","313148048","POINT (-122.1769 48.06114)","PUGET SOUND ENERGY INC","53061052104"
"KNDCE3LG2L","Snohomish","Bothell","WA","98021","2020","KIA","NIRO","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","239","1","153692647","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051932"
"5YJYGDEE7L","Yakima","Yakima","WA","98908","2020","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","291","14","109398348","POINT (-120.60199 46.59817)","PACIFICORP","53077000904"
"KNDRMDJH2S","Spokane","Spokane","WA","99203","2025","KIA","SORENTO","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","30","3","278080302","POINT (-117.39322 47.63374)","MODERN ELECTRIC WATER COMPANY","53063004500"
"1C4JJXP61M","Snohomish","Everett","WA","98203","2021","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","25","38","187396135","POINT (-122.23019 47.94949)","PUGET SOUND ENERGY INC","53061040900"
"WBY1Z4C5XG","Snohomish","Edmonds","WA","98020","2016","BMW","I3","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","72","21","213937902","POINT (-122.37695 47.81113)","PUGET SOUND ENERGY INC","53061050403"
"JTJCJMGA0T","Whitman","Pullman","WA","99163","2026","LEXUS","RX","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","38","9","291802241","POINT (-117.18147 46.73015)","AVISTA CORP","53075000300"
"5YJ3E1EA5M","Yakima","Selah","WA","98942","2021","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","15","261654284","POINT (-120.53145 46.65405)","PACIFICORP","53077003200"
"5LMTJ5DZ3R","Snohomish","Woodway","WA","98020","2024","LINCOLN","CORSAIR","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","28","32","272604860","POINT (-122.37695 47.81113)","PUGET SOUND ENERGY INC","53061050600"
"1G1RB6E43F","Island","Clinton","WA","98236","2015","CHEVROLET","VOLT","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","38","10","200001770","POINT (-122.35803 47.9796)","PUGET SOUND ENERGY INC","53029972100"
"KNDCM3LD5L","Snohomish","Bothell","WA","98021","2020","KIA","NIRO","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","26","1","131427355","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051917"
"5YJSA1E2XJ","Grant","Moses Lake","WA","98837","2018","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","249","13","201929059","POINT (-119.2771 47.13196)","PUD NO 2 OF GRANT COUNTY","53025011101"
"5UXTS1C05M","King","Bellevue","WA","98007","2021","BMW","X3","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","17","48","284216236","POINT (-122.12056 47.61334)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023000"
"5LMTJ5DZ5R","Chelan","Malaga","WA","98828","2024","LINCOLN","CORSAIR","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","28","12","274032930","POINT (-120.20227 47.37238)","PUD NO 1 OF CHELAN COUNTY","53007961200"
"5YJ3E1EB6K","Snohomish","Woodinville","WA","98072","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","1","477441849","POINT (-122.15545 47.75448)","PUGET SOUND ENERGY INC","53061051912"
"5YJ3E1EA4J","Snohomish","Bothell","WA","98021","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","1","220604632","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051926"
"5YJ3E1EB0K","Skagit","Anacortes","WA","98221","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","40","125333288","POINT (-122.61216 48.51749)","PUGET SOUND ENERGY INC","53057940403"
"5YJ3E1EB6K","King","Redmond","WA","98053","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","45","161246172","POINT (-122.03287 47.68555)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032333"
"1N4AZ1BP7L","Snohomish","Bothell","WA","98012","2020","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","149","1","253110133","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061051935"
"1G1RB6E41D","Snohomish","Bothell","WA","98021","2013","CHEVROLET","VOLT","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","38","1","127883472","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051938"
"1C4RJXN64R","Snohomish","Lynnwood","WA","98087","2024","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","21","269863156","POINT (-122.27981 47.85727)","PUGET SOUND ENERGY INC","53061041816"
"1C4RJXP65R","Spokane","Spokane","WA","99201","2024","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","3","273899734","POINT (-117.41162 47.65726)","MODERN ELECTRIC WATER COMPANY","53063002400"
"5YJSA1CP8D","Kitsap","Poulsbo","WA","98370","2013","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","208","23","241115927","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035940100"
"5YJYGDEE0L","Skagit","Anacortes","WA","98221","2020","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","291","40","244573815","POINT (-122.61216 48.51749)","PUGET SOUND ENERGY INC","53057940500"
"1N4AZ0CP4F","Walla Walla","Walla Walla","WA","99362","2015","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","16","259297965","POINT (-118.34261 46.07068)","PACIFICORP","53071920100"
"5YJSA1E49J","Thurston","Lacey","WA","98503","2018","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","249","22","289706735","POINT (-122.82324 47.04437)","PUGET SOUND ENERGY INC","53067011422"
"5YJ3E1EB9J","Snohomish","Woodway","WA","98020","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","32","207601551","POINT (-122.37695 47.81113)","PUGET SOUND ENERGY INC","53061050600"
"YV4ED3GL1P","Kitsap","Hansville","WA","98340","2023","VOLVO","C40","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","23","252078480","POINT (-122.54765 47.91795)","PUGET SOUND ENERGY INC","53035090101"
"5YJXCAE28K","Chelan","Chelan","WA","98816","2019","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","289","12","288534935","POINT (-120.01454 47.83985)","PUD NO 1 OF CHELAN COUNTY","53007960301"
"5YJ3E1EA1J",,,"QC",,"2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215",,"245011189",,,
"3FMTK3SS9N","Yakima","Yakima","WA","98902","2022","FORD","MUSTANG MACH-E","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","14","282502790","POINT (-120.52041 46.59751)","PACIFICORP","53077000700"
"1N4BZ0CP0G","Snohomish","Mill Creek","WA","98012","2016","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","44","109235423","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061052005"
"KNDCM3LD4N","Thurston","Olympia","WA","98516","2022","KIA","NIRO","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","26","22","196599483","POINT (-122.78598 47.08476)","PUGET SOUND ENERGY INC","53067012226"
"5YJXCBE21G","Ferry","Inchelium","WA","99138","2016","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","200","7","203764620","POINT (-118.19657 48.29812)","AVISTA CORP","53019940000"
"KM8K53AG5L","Skagit","Sedro-Woolley","WA","98284","2020","HYUNDAI","KONA","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","258","39","7876277","POINT (-122.23857 48.50879)","PUGET SOUND ENERGY INC","53057951400"
"5YJYGDEE0L","Kitsap","Port Orchard","WA","98367","2020","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","291","26","264868614","POINT (-122.68471 47.50524)","PUGET SOUND ENERGY INC","53035092101"
"2C4RC1L71P","Thurston","Lacey","WA","98503","2023","CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","32","22","265473932","POINT (-122.82324 47.04437)","PUGET SOUND ENERGY INC","53067011628"
"1N4AZ1CP3J","Spokane","Spokane","WA","99205","2018","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","151","3","252049164","POINT (-117.45674 47.69963)","MODERN ELECTRIC WATER COMPANY","53063001100"
"WA1F2AFY2P","Snohomish","Bothell","WA","98021","2023","AUDI","Q5 E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","23","1","290144879","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051918"
"KNDPYDAH4P","Snohomish","Bothell","WA","98021","2023","KIA","SPORTAGE","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","34","1","257875579","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051913"
"5YJ3E1EAXL","Skagit","Sedro-Woolley","WA","98284","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","266","39","2042918","POINT (-122.23857 48.50879)","PUGET SOUND ENERGY INC","53057951400"
"5YJ3E1EA3J","Kitsap","Bremerton","WA","98310","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","23","122375669","POINT (-122.61136 47.5752)","PUGET SOUND ENERGY INC","53035080102"
"3GPKHZRJ2R","Yakima","Yakima","WA","98903","2024","HONDA","PROLOGUE","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","14","286884202","POINT (-120.71847 46.55029)","PACIFICORP","53077002803"
"5YJ3E1EB0J","Island","Langley","WA","98260","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","10","244249827","POINT (-122.40618 48.0399)","PUGET SOUND ENERGY INC","53029971900"
"KM8K23AG3M","Snohomish","Edmonds","WA","98026","2021","HYUNDAI","KONA","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","32","267739881","POINT (-122.31768 47.87166)","PUGET SOUND ENERGY INC","53061051601"
"5YJ3E1ET2R","Walla Walla","Walla Walla","WA","99362","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","16","270835988","POINT (-118.34261 46.07068)","PACIFICORP","53071920901"
"1C4RJXP62R","Snohomish","Bothell","WA","98012","2024","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","1","260868331","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061051935"
"5YJ3E1EB2K","Thurston","Olympia","WA","98513","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","2","228893458","POINT (-122.80933 46.99531)","PUGET SOUND ENERGY INC","53067012332"
"5YJ3E1EA4M","Stevens","Kettle Falls","WA","99141","2021","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","7","167339091","POINT (-118.06211 48.61053)","AVISTA CORP","53065950102"
"5YJ3E1EB0J","Island","Clinton","WA","98236","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","10","475811507","POINT (-122.35803 47.9796)","PUGET SOUND ENERGY INC","53029971800"
"1N4BZ0CP5G","Walla Walla","Walla Walla","WA","99362","2016","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","16","273507727","POINT (-118.34261 46.07068)","PACIFICORP","53071920200"
"3FA6P0PU8G","Skagit","Mount Vernon","WA","98273","2016","FORD","FUSION","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","19","10","114133596","POINT (-122.33891 48.41644)","PUGET SOUND ENERGY INC","53057951800"
"5YJ3E1EB1L","Thurston","Olympia","WA","98503","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","322","2","279127642","POINT (-122.82324 47.04437)","PUGET SOUND ENERGY INC","53067011627"
"5YJ3E1EB5K","Whitman","Pullman","WA","99163","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","9","143806477","POINT (-117.18147 46.73015)","AVISTA CORP","53075000300"
"5UXKT0C52G","King","Seattle","WA","98118","2016","BMW","X5","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","14","37","6524703","POINT (-122.2668 47.55115)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033011801"
"1N4AZ1CPXJ","Snohomish","Snohomish","WA","98296","2018","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","151","44","211061742","POINT (-122.1389 47.87115)","PUGET SOUND ENERGY INC","53061052122"
"1G1FZ6S08L","Grant","Mattawa","WA","99349","2020","CHEVROLET","BOLT EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","259","13","109879626","POINT (-119.8995 46.73779)","PUD NO 2 OF GRANT COUNTY","53025011403"
"1C4JJXP67N","Grant","Moses Lake","WA","98837","2022","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","13","249877582","POINT (-119.2771 47.13196)","PUD NO 2 OF GRANT COUNTY","53025010903"
"JN1AZ0CP8C","Snohomish","Everett","WA","98204","2012","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","73","38","335945235","POINT (-122.27557 47.88936)","PUGET SOUND ENERGY INC","53061041907"
"WVWKR7AU0K","Kittitas","Ronald","WA","98940","2019","VOLKSWAGEN","E-GOLF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","125","13","143010164","POINT (-121.02627 47.23781)","PUGET SOUND ENERGY INC","53037975101"
"5YJXCDE20H","Walla Walla","Walla Walla","WA","99362","2017","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","200","16","348834762","POINT (-118.34261 46.07068)","PACIFICORP","53071920902"
"WA1F2AFY3R","Snohomish","Edmonds","WA","98026","2024","AUDI","Q5 E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","23","21","258892427","POINT (-122.31768 47.87166)","PUGET SOUND ENERGY INC","53061050200"
"1C4JJXP61N","Snohomish","Everett","WA","98204","2022","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","38","258318924","POINT (-122.27557 47.88936)","PUGET SOUND ENERGY INC","53061041907"
"YV4H60CL9N","Kitsap","Poulsbo","WA","98370","2022","VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","35","23","203013443","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035940100"
