filename,pycsv_time_0
unicode_bom_plus_smart_quotes.csv,0.0002372264862060547
unicode_bom_utf16be_in_utf8.csv,2.0265579223632812e-05
unicode_bom_utf16le_in_utf8.csv,1.6450881958007812e-05
unicode_bom_utf32be.csv,1.52587890625e-05
unicode_bom_utf8.csv,1.5497207641601562e-05
unicode_bom_utf8_doubled.csv,1.3828277587890625e-05
unicode_bom_with_embedded_nul.csv,1.5497207641601562e-05
unicode_bom_with_nel.csv,1.4781951904296875e-05
unicode_bom_with_ps.csv,1.33514404296875e-05
unicode_crlf_to_lf_with_bom.csv,1.3828277587890625e-05
unicode_fffd_everywhere.csv,2.6464462280273438e-05
unicode_ideographic_space_delim.csv,0.004878520965576172
unicode_invalid_utf8_bytes.csv,2.2411346435546875e-05
unicode_invalid_utf8_in_quoted_field.csv,1.5497207641601562e-05
unicode_lone_surrogate.csv,1.4543533325195312e-05
unicode_ls_no_terminator.csv,1.4543533325195312e-05
unicode_mixed_header_utf16_body_utf8.csv,0.0044574737548828125
unicode_mixed_line_endings.csv,1.71661376953125e-05
unicode_mixed_smart_ascii_quotes.csv,0.0033295154571533203
unicode_multiple_boms_scattered.csv,1.621246337890625e-05
unicode_nbsp_field_delim.csv,0.004021883010864258
unicode_overlong_utf8.csv,1.71661376953125e-05
unicode_record_delim_ls.csv,1.5497207641601562e-05
unicode_record_delim_nel.csv,1.4066696166992188e-05
unicode_record_delim_ps.csv,1.4066696166992188e-05
unicode_rlm_lrm_marks.csv,0.0007638931274414062
unicode_smart_double_quotes.csv,0.002792835235595703
unicode_smart_quotes_invalid_utf8.csv,2.09808349609375e-05
unicode_smart_single_quotes.csv,0.0024404525756835938
unicode_utf16be_file.csv,0.00461125373840332
unicode_utf16le_file.csv,0.0047152042388916016
unicode_zwsp_around_every_delim.csv,2.3126602172851562e-05
quote_cascading_unclosed.csv,0.004374980926513672
quote_char_apostrophe.csv,0.003996372222900391
quote_char_backtick.csv,0.002244234085083008
quote_char_caret.csv,0.0021982192993164062
quote_char_dollar.csv,0.002257108688354492
quote_char_hash.csv,0.002207040786743164
quote_char_pipe.csv,0.002195596694946289
quote_char_section.csv,0.0022270679473876953
quote_char_tilde.csv,0.0022029876708984375
quote_close_then_garbage_many.csv,0.004746437072753906
quote_decl_backslash_use_doubled.csv,0.004336833953857422
