"filename","rcsv_time_0"
"file_double_trailing_newline.csv",0.00166177749633789
"file_escape_char_0x00.csv",0.00112223625183105
"file_escape_char_0x5C.csv",0.00124406814575195
"file_field_delimiter_0x20.csv",0.00101923942565918
"file_field_delimiter_0x2C_0x20.csv",0.00122427940368652
"file_field_delimiter_0x3B.csv",0.000718355178833008
"file_field_delimiter_0x9.csv",0.00121974945068359
"file_header_multirow_2.csv",0.00143814086914062
"file_header_multirow_3.csv",0.00243759155273438
"file_header_only.csv",0.000870227813720703
"file_multitable_less.csv",0.0022895336151123
"file_multitable_more.csv",0.00237679481506348
"file_multitable_same.csv",0.00154829025268555
"file_no_header.csv",0.00115776062011719
"file_no_payload.csv",0.00115776062011719
"file_no_trailing_newline.csv",0.00118207931518555
"file_one_data_row.csv",0.00119781494140625
"file_preamble.csv",0.00175666809082031
"file_quotation_char_0x27.csv",0.00175666809082031
"file_record_delimiter_0xA.csv",0.00265192985534668
"file_record_delimiter_0xD.csv",0.00184369087219238
"row_extra_quote0_col0.csv",0.0123593807220459
"row_extra_quote0_col1.csv",0.0175466537475586
"row_extra_quote0_col2.csv",0.0123105049133301
"row_extra_quote0_col3.csv",0.0116715431213379
"row_extra_quote0_col4.csv",0.0115048885345459
"row_extra_quote0_col5.csv",0.0125651359558105
"row_extra_quote0_col6.csv",0.0132770538330078
"row_extra_quote0_col7.csv",0.0133659839630127
"row_extra_quote0_col8.csv",0.0220708847045898
"row_extra_quote1_col0.csv",0.0220708847045898
"row_extra_quote1_col1.csv",0.0220708847045898
"row_extra_quote1_col2.csv",0.0220708847045898
"row_extra_quote1_col3.csv",0.0220708847045898
"row_extra_quote1_col4.csv",0.0220708847045898
"row_extra_quote1_col5.csv",0.0220708847045898
"row_extra_quote1_col6.csv",0.0220708847045898
"row_extra_quote1_col7.csv",0.0220708847045898
"row_extra_quote1_col8.csv",0.0220708847045898
"row_extra_quote10_col0.csv",0.0021815299987793
"row_extra_quote10_col1.csv",0.00239062309265137
"row_extra_quote10_col2.csv",0.00307750701904297
"row_extra_quote10_col3.csv",0.00234532356262207
"row_extra_quote10_col4.csv",0.00168728828430176
"row_extra_quote10_col5.csv",0.00150322914123535
"row_extra_quote10_col6.csv",0.0019688606262207
"row_extra_quote10_col7.csv",0.00159907341003418
"row_extra_quote10_col8.csv",0.00171375274658203
"row_extra_quote11_col0.csv",0.00269007682800293
"row_extra_quote11_col1.csv",0.00203514099121094
"row_extra_quote11_col2.csv",0.00207400321960449
"row_extra_quote11_col3.csv",0.00211215019226074
"row_extra_quote11_col4.csv",0.00242352485656738
"row_extra_quote11_col5.csv",0.00261735916137695
"row_extra_quote11_col6.csv",0.00244379043579102
"row_extra_quote11_col7.csv",0.00209927558898926
"row_extra_quote11_col8.csv",0.0018918514251709
"row_extra_quote12_col0.csv",0.00205898284912109
"row_extra_quote12_col1.csv",0.00213456153869629
"row_extra_quote12_col2.csv",0.00272393226623535
"row_extra_quote12_col3.csv",0.00286054611206055
"row_extra_quote12_col4.csv",0.00264382362365723
"row_extra_quote12_col5.csv",0.0029454231262207
"row_extra_quote12_col6.csv",0.00389623641967773
"row_extra_quote12_col7.csv",0.00241804122924805
"row_extra_quote12_col8.csv",0.00236368179321289
"row_extra_quote13_col0.csv",0.00145864486694336
"row_extra_quote13_col1.csv",0.00160455703735352
"row_extra_quote13_col2.csv",0.0015416145324707
"row_extra_quote13_col3.csv",0.00174403190612793
"row_extra_quote13_col4.csv",0.00139355659484863
"row_extra_quote13_col5.csv",0.00138115882873535
"row_extra_quote13_col6.csv",0.00166916847229004
"row_extra_quote13_col7.csv",0.0014188289642334
"row_extra_quote13_col8.csv",0.00185894966125488
